<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<CLOSE>__abs_energy,<CLOSE>__median,<CLOSE>__mean,<CLOSE>__root_mean_square,<CLOSE>__maximum,<CLOSE>__absolute_maximum,<CLOSE>__minimum,<CLOSE>__benford_correlation,<CLOSE>__quantile__q_0.1,<CLOSE>__quantile__q_0.2,<CLOSE>__quantile__q_0.3,"<CLOSE>__fft_coefficient__attr_""abs""__coeff_0",<VOL>__quantile__q_0.6,<OPEN>__quantile__q_0.1,"<OPEN>__fft_coefficient__attr_""real""__coeff_0","<LOW>__fft_coefficient__attr_""real""__coeff_0","<LOW>__fft_coefficient__attr_""abs""__coeff_0"
2007-09-15,0.022934567085261037,0.028990249329232387,0.02107355864811139,0.02382212811011114,0.0013297935495514323,0.00028419788200297974,0.023841059602648935,0.023841059602648935,0.023841052074227025,0.023822128110111092,0.023822128110111092,0.023860021208907668,0.5105672012826505,0.023856226475109932,0.023852432948160637,0.023848640627484163,0.011920529801324468,0.0013297935495514,0.022955049118512812,0.011472970738965083,0.01054551483999335,0.01054551483999335
2007-09-18,0.025842696629213402,0.030822590144624018,0.024320742213386426,0.02785865537321336,0.000801042304848839,0.00038866911114266984,0.027880794701986712,0.027880794701986712,0.027880785897915535,0.027858655373213293,0.027858655373213293,0.02790296924708373,0.5105672012826505,0.027898531516725823,0.027894095197710123,0.027889660289363464,0.013940397350993356,0.0008010423048488,0.025865775807891955,0.012927756653992354,0.012170452661250232,0.012170452661250232
2007-09-19,0.028023793787177786,0.03435639028859366,0.026176275679257788,0.03368184224457382,0.0009498525353938801,0.0005681348107038307,0.03370860927152313,0.03370860927152313,0.033708598627171044,0.033681842244573795,0.033681842244573795,0.03373541887592784,0.3101832138779732,0.03373005354397493,0.033724689918371624,0.03371932799830405,0.016854304635761565,0.0009498525353938,0.028048820824926313,0.014018846090262807,0.013098988559111215,0.013098988559111215
2007-09-20,0.033245208195637754,0.03416006805837313,0.031212723658051722,0.03163049232398096,0.0006918092632785427,0.0005010391116633741,0.031655629139072806,0.031655629139072806,0.03165561914300149,0.031630492323980894,0.031630492323980894,0.03168080593849412,0.3101832138779732,0.03167576737528491,0.03167073041450223,0.031665695055381804,0.015827814569536403,0.0006918092632785,0.033274898289947966,0.016630848074061774,0.015619300281876972,0.015619300281876972
2007-09-21,0.03258426966292133,0.04220927949741504,0.032538104705102766,0.04010058231868713,0.0019804425362962403,0.0008053062761979554,0.04013245033112579,0.04013245033112579,0.04013243765828224,0.04010058231868709,0.04010058231868709,0.04016436903499466,0.2003839874046772,0.040157981233101804,0.04015159546273716,0.040145211722931756,0.020066225165562893,0.0019804425362962,0.03261336949690731,0.016300214911555606,0.016282540208920566,0.016282540208920566
2007-09-22,0.040052875082617234,0.0427328054446699,0.03538767395626241,0.037784542085759654,0.0009656834109837781,0.0007149703830720578,0.03781456953642377,0.03781456953642377,0.03781455759551014,0.03778454208575959,0.03778454208575959,0.03784464475079526,0.3101832138779732,0.03783862588135497,0.03783260892611039,0.03782659388414854,0.018907284768211886,0.0009656834109837,0.040088644858267346,0.020036369647875623,0.017708506052064317,0.017708506052064317
2007-09-25,0.03800396563119629,0.04063870165565081,0.034724983432736944,0.03699047114875592,0.0012237266830991155,0.0006852348639365564,0.037019867549668815,0.037019867549668815,0.03701985585970258,0.036990471148755893,0.036990471148755893,0.03704931071049835,0.3101832138779732,0.03704341833218464,0.03703752782783838,0.03703163919656574,0.018509933774834408,0.0012237266830991,0.03803790559984114,0.019011406844106415,0.017376886088542525,0.017376886088542525
2007-09-26,0.036153337739590174,0.03900268307047966,0.03200795228628239,0.03791688724192699,0.001568839770958892,0.0007199877037049707,0.03794701986754962,0.03794701986754962,0.037947007884811416,0.03791688724192689,0.03791688724192689,0.037977200424178105,0.3101832138779732,0.037971160472883375,0.037965122442489084,0.03795908633207903,0.01897350993377481,0.0015688397709588,0.036185624979327105,0.018085633989089047,0.01601724423810313,0.01601724423810313
2007-09-27,0.0372769332452082,0.040180616451802875,0.03452617627567928,0.03526998411858129,0.0014722714298605142,0.0006229744760829216,0.035298013245033046,0.035298013245033046,0.03529800209878617,0.03526998411858119,0.03526998411858119,0.035326086956521674,0.3101832138779732,0.035320468642315576,0.035314852114915654,0.03530923737346965,0.017649006622516523,0.0014722714298605,0.03731022392749645,0.018647710365349648,0.01727740009948596,0.01727740009948596
2007-09-28,0.034831460674157266,0.03965709050454813,0.035122597746852224,0.03890947591318161,0.0015672566833999022,0.0007581767940990969,0.038940397350993396,0.038940397350993396,0.038940385054570946,0.03890947591318159,0.03890947591318159,0.03897136797454933,0.3101832138779732,0.038965169909346356,0.03895897381532918,0.0389527796915576,0.019470198675496698,0.0015672566833999,0.03486256739324569,0.017424367664076654,0.017575858066655597,0.017575858066655597
2007-09-29,0.040978189028420375,0.04554675741116421,0.040556660039761494,0.045725251455796756,0.00022638152093554145,0.0010470608711163104,0.04576158940397349,0.04576158940397349,0.04576157495358588,0.045725251455796694,0.045725251455796694,0.045797985153764556,0.2003839874046772,0.04579070137305835,0.045783419908830676,0.045776140759976665,0.022880794701986746,0.0002263815209355,0.04101478516852441,0.02049925607538433,0.020295141767534386,0.020295141767534386
2007-10-02,0.04653007270323861,0.0474445389699627,0.04466534128561961,0.04784277395447334,6.015732724161241e-05,0.0011462845267094653,0.047880794701986785,0.047880794701986785,0.047880779582406115,0.04784277395447328,0.04784277395447328,0.04791887592788974,0.2003839874046772,0.047911254837512615,0.047903636170889455,0.0478960199268642,0.023940397350993393,6.015732724161241e-05,0.04657162703006649,0.023276574640436434,0.02235118554136958,0.02235118554136958
2007-10-03,0.0393258426966292,0.042536483214449305,0.03452617627567928,0.04248279512969827,0.0016527434115853514,0.0009038282086256584,0.04251655629139067,0.04251655629139067,0.042516542865704936,0.04248279512969819,0.04248279512969819,0.04255037115588541,0.2003839874046772,0.04254360388061278,0.042536838757553215,0.04253007578568016,0.021258278145695336,0.0016527434115853,0.03936096318592266,0.019672673169118856,0.01727740009948596,0.01727740009948596
2007-10-04,0.042696629213483106,0.044237942543027264,0.03836978131212726,0.03943885653785073,0.10482572580606861,0.0007789477997961002,0.03947019867549668,0.03947019867549668,0.039470186211775955,0.039438856537850696,0.039438856537850696,0.03950159066808058,0.3101832138779732,0.039495308275459884,0.03948902788084383,0.03948274948327944,0.01973509933774834,0.1048257258060686,0.04273476003043028,0.021358902297900457,0.01920079588791243,0.01920079588791243
2007-10-05,0.03939193654990081,0.04567763889797788,0.03479125248508946,0.04413710958178935,0.1619276940588307,0.0009755903667162771,0.04417218543046356,0.04417218543046356,0.04417217148197075,0.04413710958178929,0.04413710958178929,0.044207317073170715,0.2003839874046772,0.04420028627471769,0.04419325771228664,0.04418623138481106,0.02208609271523178,0.1619276940588307,0.03942711606522668,0.019705736485369454,0.01741004808489468,0.01741004808489468
2007-10-06,0.04421678783873101,0.049604083502388596,0.0386348575215375,0.0483721545791424,0.14130639551542956,0.0011717921637731808,0.04841059602649006,0.04841059602649006,0.04841058073961113,0.04837215457914239,0.04837215457914239,0.04844909862142099,0.2003839874046772,0.04844139320362614,0.048433690236404106,0.04842598971858604,0.02420529801324503,0.1413063955154295,0.04425627625442398,0.022119358571664742,0.019333443873321202,0.019333443873321202
2007-10-09,0.047785855915399855,0.04731365748314903,0.04128561961563959,0.04142403388035998,0.06608440706247022,0.0008593389599367941,0.041456953642384026,0.041456953642384026,0.04145694055129482,0.041424033880359895,0.041424033880359895,0.04148992576882282,0.2003839874046772,0.04148332714838565,0.04147673062652382,0.04147013620223639,0.020728476821192013,0.0660844070624702,0.04782853173684378,0.02390477764919818,0.02065992372740839,0.02065992372740839
2007-10-10,0.04157303370786514,0.04672469079248737,0.03830351225977474,0.04532821598729486,0.10221363133373544,0.001028956413447964,0.04536423841059596,0.04536423841059596,0.045364224085682046,0.04532821598729479,0.04532821598729479,0.045400318133616044,0.2003839874046772,0.04539309759847313,0.04538587935969462,0.04537866341618521,0.02268211920529798,0.1022136313337354,0.041610161082261045,0.020796825921639908,0.019167633891560277,0.019167633891560277
2007-10-11,0.04540647719762059,0.050389372423270684,0.045526838966202854,0.04751191106405511,0.10752014083146925,0.0011304847910625904,0.047549668874172224,0.047549668874172224,0.047549653859152975,0.047511911064055085,0.047511911064055085,0.0475874867444327,0.2003839874046772,0.04757991835869166,0.04757235237994279,0.04756478880703804,0.023774834437086112,0.1075201408314692,0.04544702808189714,0.022714498264175834,0.02278229149394794,0.02278229149394794
2007-10-12,0.047587574355584916,0.05523198743537722,0.047846255798542126,0.052541026998411844,0.14532902100282266,0.0013824735797719374,0.05258278145695358,0.05258278145695358,0.05258276485260082,0.05254102699841179,0.05254102699841179,0.05262460233297979,0.13093362903859718,0.05261623283677034,0.05260786600233217,0.05259950182839573,0.02629139072847679,0.1453290210028226,0.04763007309893161,0.023805587700446343,0.023942961366274256,0.023942961366274256
2007-10-13,0.05254461335095839,0.05411949479746092,0.05009940357852888,0.05293806246691374,0.09866751520159829,0.0014034463308790037,0.05298013245033111,0.05298013245033111,0.05298011572050465,0.05293806246691369,0.05293806246691369,0.0530222693531283,0.13093362903859718,0.05301383661135555,0.05300540655146824,0.052996979172187174,0.026490066225165556,0.0986675152015982,0.052591539046736954,0.02628533641924282,0.02507046924224837,0.02507046924224837
2007-10-15,0.05241242564441506,0.052418035468882906,0.05188866799204778,0.051879301217575446,0.0006569813369807671,0.0013478698561762111,0.05192052980132446,0.05192052980132446,0.05192051340609453,0.051879301217575384,0.051879301217575384,0.051961823966065704,0.13093362903859718,0.05195355987912841,0.05194529842043884,0.0519370395887434,0.02596026490066223,0.0006569813369807,0.0524592332881288,0.026219209786741575,0.025965843143757245,0.025965843143757245
2007-10-16,0.05194976867151352,0.05928931352660166,0.05175612988734263,0.05803335097935419,0.1191526682149263,0.0016866113640979028,0.05807947019867544,0.05807947019867544,0.05807945185860318,0.05803335097935409,0.05803335097935409,0.05812566277836685,0.13093362903859718,0.05811641838519848,0.058107176932047006,0.058097938417510146,0.02903973509933772,0.1191526682149263,0.05199616313300032,0.025987766572987247,0.025899519151052885,0.025899519151052885
2007-10-17,0.05816259087904824,0.06354296184804659,0.05553346587143809,0.060415563790365334,0.17092438065656973,0.0018279208665382908,0.06046357615894042,0.06046357615894042,0.06046355706602597,0.060415563790365286,0.060415563790365286,0.06051166489925771,0.08300658569305383,0.06050204103270956,0.06049242022686316,0.06048280248025865,0.03023178807947021,0.1709243806565697,0.05821453378758307,0.029095718300545522,0.027789752943127154,0.027789752943127154
2007-10-18,0.060541969596827394,0.062103265493095916,0.054340622929092086,0.05677607199576501,0.161262797284055,0.0016143229136331328,0.056821192052980175,0.056821192052980175,0.05682117411024129,0.05677607199576499,0.05677607199576499,0.05686638388123016,0.13093362903859718,0.05685733976567889,0.056848298526449736,0.0568392601621708,0.028410596026490088,0.161262797284055,0.06059603744252949,0.030285997685567764,0.02719283700878787,0.02719283700878787
2007-10-19,0.056840713813615384,0.06674955827498202,0.05712392312789932,0.06564319745897301,0.11241029830118875,0.002157939078359591,0.06569536423841059,0.06569536423841059,0.06569534349342578,0.06564319745897298,0.06564319745897298,0.0657476139978791,0.08300658569305383,0.06573715739808089,0.06572670412382062,0.06571625417351211,0.032847682119205295,0.1124102983011887,0.056891476201501645,0.02843445197553313,0.02858564085557952,0.02858564085557952
2007-10-20,0.06576338400528753,0.06550618415025194,0.05831676607024522,0.06319481206987826,0.10893700419676512,0.001999965843624907,0.06324503311258274,0.06324503311258274,0.06324501314135239,0.06319481206987819,0.06319481206987819,0.06329533404029687,0.08300658569305383,0.06328526745480566,0.06327520407081517,0.06326514388679841,0.03162251655629137,0.1089370041967651,0.06582211490755135,0.03289799966936684,0.02918255678991875,0.02918255678991875
2007-10-22,0.0635822868473232,0.06406648779530127,0.06368455931080191,0.06431974589730022,0.002426873227931364,0.00207180255980187,0.06437086092715236,0.06437086092715236,0.0643708406004132,0.06431974589730019,0.06431974589730019,0.06442205726405094,0.08300658569305383,0.06441181148279705,0.06440156896003396,0.06439132969420748,0.03218543046357618,0.0024268732279313,0.06363906989051699,0.03180691023309638,0.031868678494445385,0.031868678494445385
2007-10-23,0.06430931923331124,0.06393560630848766,0.049436713055003356,0.05472472207517204,0.16020212861953181,0.001499777571299623,0.05476821192052975,0.05476821192052975,0.05476819462607164,0.05472472207517198,0.05472472207517198,0.054811770943796335,0.13093362903859718,0.05480305359698876,0.05479433902258025,0.05478562721924845,0.027384105960264873,0.1602021286195318,0.06436675156286167,0.03217060671185314,0.02473884927872657,0.02473884927872657
2007-10-24,0.054791804362194274,0.05928931352660166,0.05473823724320742,0.05882742191635787,0.07078459402511093,0.001733082980729097,0.058874172185430396,0.058874172185430396,0.05887415359441074,0.058827421916357786,0.058827421916357786,0.05892099681866377,0.13093362903859718,0.05891162593436881,0.058902258030319024,0.05889289310509295,0.029437086092715198,0.0707845940251109,0.054840736943075334,0.02740948917176387,0.027391808986901,0.027391808986901
2007-10-25,0.05756774619960342,0.06125253582880702,0.05520212060967539,0.06081259925886712,0.07212388610001631,0.0018520250572711026,0.060860927152317855,0.060860927152317855,0.0608609079339297,0.06081259925886709,0.06081259925886709,0.06090933191940612,0.08300658569305383,0.06089964480729468,0.06088996077599912,0.060880279824050004,0.030430463576158927,0.0721238861000163,0.05761915787384643,0.02879814845428995,0.027623942961366277,0.027623942961366277
2007-10-26,0.06080634500991405,0.06452457299914921,0.0603711066931743,0.0651799894123875,0.08079920592328041,0.00212759174433921,0.0652317880794702,0.0652317880794702,0.06523176748087137,0.06517998941238749,0.06517998941238749,0.06528366914103922,0.08300658569305383,0.06527328632773154,0.06526290681649527,0.06525253060575548,0.0326158940397351,0.0807992059232804,0.0608606489597459,0.030418250950570304,0.03021057867683635,0.03021057867683635
2007-10-27,0.06523463317911432,0.07499509194424453,0.06554009277667333,0.07556908417151936,0.1049982823499985,0.002859881532288281,0.07562913907284764,0.07562913907284764,0.07562911519102038,0.07556908417151928,0.07556908417151928,0.07568928950159062,0.0479270433455434,0.07567725176271003,0.07566521785222088,0.07565318776829717,0.03781456953642382,0.1049982823499985,0.06529289187311875,0.03263349313936186,0.032797214392306415,0.032797214392306415
2007-10-29,0.07488433575677461,0.07780904391073878,0.07508283631544072,0.07715722604552672,0.006174041480060221,0.002981349812225893,0.07721854304635759,0.07721854304635759,0.0772185186626355,0.07715722604552669,0.07715722604552669,0.07727995758218448,0.0479270433455434,0.0772676668610507,0.07725538004876494,0.0772430971434628,0.03860927152317879,0.0061740414800602,0.07495121225151323,0.03746073731195238,0.037572541867020394,0.037572541867020394
2007-10-30,0.07726371447455388,0.08075387736404677,0.07567925778661372,0.07596611964002126,0.12302806655933334,0.002890011770704371,0.0760264900662252,0.0760264900662252,0.07602646605892421,0.07596611964002119,0.07596611964002119,0.07608695652173915,0.0479270433455434,0.07607485553729526,0.07606275840135696,0.07605066511208863,0.0380132450331126,0.1230280665593333,0.07733271590645976,0.038651016696974676,0.03787099983419004,0.03787099983419004
2007-10-31,0.07614011896893585,0.07591126235194029,0.06998011928429432,0.07093700370566441,0.08706348339420306,0.0025200282317263713,0.07099337748344373,0.07099337748344373,0.07099335506547627,0.07093700370566439,0.07093700370566439,0.07104984093319196,0.0479270433455434,0.07103854105921648,0.07102724477896748,0.07101595209073086,0.03549668874172186,0.087063483394203,0.07620811695829052,0.038088940320714124,0.03501906814790253,0.03501906814790253
2007-11-01,0.07098479841374755,0.08350238858713438,0.07123923127899273,0.08284806776072001,0.10033925566389151,0.0034373558397471763,0.08291390728476825,0.08291390728476825,0.08291388110258983,0.08284806776071998,0.08284806776071998,0.08297985153764584,0.021134402565301164,0.0829666542967715,0.08295346125304784,0.08294027240447298,0.04145695364238412,0.1003392556638915,0.071048192372573,0.0355100016531658,0.03564914607859392,0.03564914607859392
2007-11-02,0.08281559814937206,0.08238989594921792,0.0744201457919152,0.0792747485442033,0.10236402465183947,0.003147237168535769,0.07933774834437088,0.07933774834437088,0.07933772329145575,0.07927474854420329,0.07927474854420329,0.07940084835630966,0.0479270433455434,0.07938822032550497,0.0793755963108237,0.07936297631035033,0.03966887417218544,0.1023640246518394,0.08288955776800176,0.04142833526202673,0.03724092190349859,0.03724092190349859
2007-11-03,0.07931262392597488,0.08906485177671614,0.07707090788601728,0.08946532556908421,0.11411370051466177,0.004008383065623592,0.08953642384105961,0.08953642384105961,0.0895363955676529,0.08946532556908418,0.08946532556908418,0.08960763520678686,0.021134402565301164,0.08959338387319092,0.08957913707198135,0.08956489480099636,0.04476821192052981,0.1141137005146617,0.07938345516488597,0.039675979500743884,0.03856740175758579,0.03856740175758579
2007-11-05,0.08982154659616653,0.08886852954649566,0.08687872763419485,0.08708311275807307,0.005118122078214024,0.003797760857516902,0.08715231788079464,0.08715231788079464,0.0871522903602301,0.08708311275807298,0.08708311275807298,0.087221633085896,0.021134402565301164,0.08720776122567984,0.0871938937771652,0.08718003073824786,0.04357615894039732,0.005118122078214,0.0899017629742334,0.044933046784592465,0.043475377217708486,0.043475377217708486
2007-11-06,0.08697951090548578,0.09115895556573522,0.08555334658714381,0.09045791424033883,0.08215907813645265,0.004097819875943719,0.0905298013245033,0.0905298013245033,0.09052977273741233,0.09045791424033879,0.09045791424033879,0.090601802757158,0.0,0.09058739330965382,0.09057298844482137,0.09055858816047485,0.04526490066225165,0.0821590781364526,0.08705718916415829,0.04351132418581579,0.04281213729066489,0.04281213729066489
2007-11-07,0.09035029742233963,0.10463974870754528,0.08986083499005965,0.10455267337215463,0.12409506757409246,0.005474317844385007,0.10463576158940399,0.10463576158940399,0.10463572854799671,0.10455267337215457,0.10455267337215457,0.10471898197242842,1.0,0.10470232730742725,0.1046856779391498,0.1046690338650697,0.052317880794701996,0.1240950675740924,0.09043098600866592,0.0451975533145974,0.0449676670535566,0.0449676670535566
2007-11-08,0.10462656972901513,0.11327792683724885,0.1001988071570577,0.10647167813658015,0.17732163748244753,0.005677118032081925,0.10655629139072836,0.10655629139072836,0.10655625774286488,0.10647167813658007,0.10647167813658007,0.1066410392364792,1.0,0.10662407888458876,0.1066071239266404,0.10659017436006137,0.05327814569536418,0.1773216374824475,0.10472000793834542,0.05233922962473131,0.050140938484496786,0.050140938484496786
2007-11-09,0.10647719762062119,0.11314704535043513,0.1025844930417496,0.10746426680783489,0.13277513666003354,0.005783461984919401,0.10754966887417215,0.10754966887417215,0.10754963491262443,0.10746426680783477,0.10746426680783477,0.10763520678685043,1.0,0.10761808832105176,0.1076009752994805,0.10758386771953996,0.053774834437086076,0.1327751366600335,0.10657228855885936,0.053265002479748635,0.0513347703531753,0.0513347703531753
2007-11-10,0.10740251156642439,0.10725737844381905,0.10212060967528164,0.10508205399682374,0.11155384793177527,0.005529894319087799,0.10516556291390726,0.10516556291390726,0.10516552970520174,0.10508205399682367,0.10508205399682367,0.10524920466595968,1.0,0.10523246567354078,0.10521573200466444,0.10519900365679155,0.05258278145695363,0.1115538479317752,0.10749842886911652,0.05372788890725739,0.051102636378709966,0.051102636378709966
2007-11-12,0.10363516192994054,0.10385445978666324,0.09860834990059647,0.09945738485971417,0.009861052404947467,0.004953746706988617,0.09953642384105957,0.09953642384105957,0.09953639240989809,0.09945738485971407,0.09945738485971407,0.09961558854718977,0.0,0.09959974553358422,0.09958390755857092,0.09956807461974664,0.049768211920529784,0.0098610524049474,0.10372771474878444,0.05184327988097206,0.04934505057204442,0.04934505057204442
2007-11-13,0.09953734302709843,0.13389176101040506,0.0777335984095428,0.08582583377448388,0.17958386960424394,0.0036888907012838693,0.08589403973509928,0.08589403973509928,0.08589401261186812,0.08582583377448379,0.08582583377448379,0.08596235418875921,0.021134402565301164,0.08594868260616015,0.08593501537156784,0.08592135248290841,0.04294701986754964,0.1795838696042439,0.09962623623193191,0.049793354273433586,0.03889902172110764,0.03889902172110764
2007-11-14,0.08572372769332454,0.08867220731627506,0.07925778661365152,0.08542879830598199,0.13456719177680998,0.003654839584680907,0.08549668874172175,0.08549668874172175,0.0854966617439643,0.08542879830598189,0.08542879830598189,0.08556468716861071,0.021134402565301164,0.08555107883157494,0.08553747482243178,0.08552387513911697,0.04274834437086088,0.1345671917768099,0.08580028445738098,0.04288312117705405,0.03966174763720779,0.03966174763720779
2007-11-15,0.08545935228023788,0.09443099273607752,0.08568588469184896,0.09456061408152466,0.11743185203830439,0.00447796085774147,0.09463576158940394,0.09463576158940394,0.09463573170575142,0.09456061408152457,0.09456061408152457,0.09471102863202542,0.0,0.09469596564703385,0.09468090745256012,0.09466585404631933,0.04731788079470197,0.1174318520383043,0.08553567294016458,0.04275086791205151,0.04287846128336925,0.04287846128336925
2007-11-16,0.09458030403172496,0.09456187422289114,0.07196819085487077,0.0770910534674431,0.16850067360375637,0.002976238197542614,0.07715231788079471,0.07715231788079471,0.07715229351798492,0.07709105346744309,0.07709105346744309,0.0772136797454931,0.0479270433455434,0.07720139956528654,0.07718912329057565,0.0771768509194976,0.038576158940397356,0.1685006736037563,0.09466477028412648,0.04731360555463706,0.036013928038467875,0.036013928038467875
2007-11-17,0.07706543291473883,0.08081931810745363,0.0726308813783963,0.07437797776601379,0.10436663041396158,0.002770438143313464,0.07443708609271515,0.07443708609271515,0.07443706258730898,0.07437797776601368,0.07437797776601368,0.0744962884411452,0.0479270433455434,0.0744844404389545,0.07447259620481281,0.07446075573692293,0.03721854304635758,0.1043666304139615,0.07713425726854749,0.03855182674822279,0.03634554800198972,0.03634554800198972
2007-11-19,0.07508261731658955,0.07852889208821406,0.07528164347249838,0.07788512440444678,0.007557660006617306,0.0030378670345473477,0.07794701986754957,0.07794701986754957,0.07794699525379238,0.07788512440444668,0.07788512440444668,0.07800901378578992,0.0479270433455434,0.07799660711445677,0.07798420438884755,0.0779718056070803,0.03897350993377478,0.0075576600066173,0.07514967088942541,0.03755992726070422,0.03767202785607691,0.03767202785607691
2007-11-20,0.0779246530072703,0.07787448465414565,0.06713055003313456,0.06703282159872953,0.09728864593771817,0.0022502704967372004,0.0670860927152318,0.0670860927152318,0.06708607153108904,0.06703282159872949,0.06703282159872949,0.06713944856839874,0.08300658569305383,0.067128770609129,0.06711809604579667,0.06710742487678203,0.0335430463576159,0.0972886459377181,0.07799424469950053,0.038981649859480896,0.03359310230475873,0.03359310230475873
2007-11-21,0.06708526107072038,0.08625089981022188,0.06560636182902585,0.08390682901005825,0.13745157730928942,0.003525772958592554,0.08397350993377481,0.08397350993377481,0.08397348341699985,0.08390682901005819,0.08390682901005819,0.08404029692470834,0.021134402565301164,0.08402693102899854,0.08401356938407714,0.08400021198791666,0.041986754966887405,0.1374515773092894,0.06714517249363267,0.033559265994379174,0.032830376388658565,0.032830376388658565
2007-11-22,0.08393919365499009,0.08710162947451078,0.07992047713717693,0.0845685547908947,0.1074663158544636,0.0035816038079428346,0.08463576158940402,0.08463576158940402,0.08463573486350624,0.08456855479089469,0.08456855479089469,0.08470307529162252,0.021134402565301164,0.08468960398664055,0.08467613696597057,0.08466267422756907,0.04231788079470201,0.1074663158544636,0.08401415671617099,0.04199041163828728,0.03999336760072954,0.03999336760072954
