<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20140822,000000,1281.6,1284.1,1273.4,1281.9,99872
20140823,000000,1282,1283.9,1274.6,1281.8,67711
20140825,000000,1280.7,1280.7,1276.1,1277.6,12712
20140826,000000,1277.6,1291.7,1275,1288.3,72728
20140827,000000,1288.2,1291.9,1280.9,1286.1,76535
20140828,000000,1286.1,1294.4,1282,1290,69928
20140829,000000,1290,1297.6,1284.1,1286.5,93699
20140830,000000,1286.4,1292.5,1285,1288,49434
20140901,000000,1288.5,1290.9,1285.8,1290.5,11370
20140902,000000,1290.6,1290.8,1275.2,1277.1,46949
20140903,000000,1277,1278.8,1261.9,1266.8,147535
20140904,000000,1266.9,1274.4,1265.3,1272.6,70781
20140905,000000,1272.7,1279.2,1258,1264.8,141307
20140906,000000,1264.9,1274.8,1262.8,1269.2,73413
20140908,000000,1269.5,1272.6,1266.7,1267.6,14818
20140909,000000,1267.5,1268.4,1252.1,1255.8,112375
20140910,000000,1255.8,1258.6,1248.1,1254,114456
20140911,000000,1254.1,1255.4,1244.5,1249.1,121322
20140912,000000,1249.2,1249.5,1232.8,1236.7,149091
20140913,000000,1236.8,1239.9,1228.1,1229,94455
20140915,000000,1228.5,1238,1226.3,1235.6,26987
20140916,000000,1235.6,1241.6,1232.2,1240.6,80012
20140917,000000,1240.5,1243.2,1232.2,1237,104239
20140918,000000,1236.9,1240.5,1216.6,1223.6,136650
20140919,000000,1223.7,1229.2,1216.3,1223.5,149977
20140920,000000,1223.4,1226.3,1214.2,1216.9,113961
20140922,000000,1216.6,1218.4,1208.8,1215.3,41199
20140923,000000,1215.4,1227.7,1212.5,1224.1,122227
20140924,000000,1224.2,1237,1220.5,1222.4,124911
20140925,000000,1222.3,1226.7,1206.6,1211.3,137153
20140926,000000,1211.2,1232.7,1208.4,1224.4,159047
20140927,000000,1224.3,1224.9,1212.8,1220,82075
20140929,000000,1219.2,1221.5,1215.8,1220,26207
20140930,000000,1220.1,1223.9,1215.3,1217.6,82677
20141001,000000,1217.6,1220.7,1204.3,1206.9,174737
20141002,000000,1206.9,1228,1205.5,1217.5,148524
20141003,000000,1217.5,1219.5,1206.4,1208.1,126445
20141004,000000,1207.9,1211,1190.3,1191.1,142923
20141006,000000,1192,1195.6,1183.3,1194.7,34199
20141007,000000,1194.7,1212.9,1193,1209.1,142508
20141008,000000,1209.1,1218.8,1203.8,1218.6,122484
20141009,000000,1218.7,1230.3,1205.1,1226.7,184102
20141010,000000,1226.6,1234,1217.6,1222.4,145512
20141011,000000,1222.4,1225.7,1219.2,1223.3,77489
20141013,000000,1224.8,1238,1223.6,1228.6,40702
20141014,000000,1228.6,1237.5,1225.2,1232.8,96030
20141015,000000,1232.8,1238.6,1222.1,1224.4,120490
20141016,000000,1224.5,1250.3,1222,1239.9,239302
20141017,000000,1239.8,1245,1235.2,1239.5,146088
20141018,000000,1239.5,1240.9,1232,1238.5,81835
20141020,000000,1239.4,1243.8,1234.9,1242.1,27379
20141021,000000,1242.1,1254.1,1240.7,1251.5,91928
20141022,000000,1251.7,1255.6,1246.3,1247.4,107309
20141023,000000,1247.4,1249.7,1238.9,1240.7,99499
20141024,000000,1240.5,1240.8,1226.3,1232.5,125525
20141025,000000,1232.5,1234.7,1228.7,1231.2,55727
20141027,000000,1230.4,1232.1,1227.4,1229.4,15635
20141028,000000,1229.4,1232,1222.2,1228.8,89188
20141029,000000,1228.7,1235.5,1226.2,1228.8,82975
20141030,000000,1228.7,1229,1201.1,1203.7,153118
20141031,000000,1203.8,1207.5,1167.1,1175.9,227457
20141101,000000,1175.9,1176.3,1160.5,1173.5,129446
20141103,000000,1171.1,1172.3,1161,1170.9,41409
20141104,000000,1170.9,1173.4,1163.4,1170.1,111914
20141105,000000,1170.1,1175,1142.4,1145.3,167757
20141106,000000,1145.2,1152.4,1137.1,1144.2,174379
20141107,000000,1144.1,1149,1130.4,1144.8,144402
20141108,000000,1144.8,1179,1142.4,1178.7,190208
20141110,000000,1177.2,1177.5,1167.8,1171.7,34877
20141111,000000,1171.7,1171.7,1145.5,1150.7,139928
20141112,000000,1150.7,1172.5,1150.6,1162.7,140593
20141113,000000,1162.6,1169.4,1153,1162.2,145102
20141114,000000,1162.2,1167.2,1148.9,1153.5,91381
20141115,000000,1153.4,1192.9,1146,1187.9,213358
20141117,000000,1185.8,1193.6,1181.3,1187.1,69010
