<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20190530,000000,1283.2,1285.2,1273.9,1276,84268
20190531,000000,1275.9,1300.6,1274.8,1299.6,90104
20190601,000000,1299.6,1311.9,1299.5,1310.2,235261
20190603,000000,1312.5,1320.7,1310.9,1319.2,89425
20190604,000000,1319.1,1334.1,1317.6,1329.3,339611
20190605,000000,1329.3,1340.3,1324.7,1337.4,310237
20190606,000000,1337.4,1348.9,1331.3,1337.8,340522
20190607,000000,1338.6,1344.2,1334.3,1340.2,139809
20190608,000000,1340.2,1352.7,1337,1344.9,249100
20190610,000000,1341.2,1341.7,1329,1331,91690
20190611,000000,1331,1334.1,1325.7,1325.7,189075
20190612,000000,1325.8,1342.3,1323.6,1341.5,206411
20190613,000000,1341.5,1342.7,1333.6,1340.3,216051
20190614,000000,1340.2,1362.2,1337.3,1357.9,229487
20190615,000000,1357.9,1359.9,1341.4,1345.3,231714
20190617,000000,1345.5,1347.1,1336.9,1337.9,90425
20190618,000000,1337.8,1351.6,1336.6,1349.2,212144
20190619,000000,1349.1,1358.5,1342.7,1345.5,328000
20190620,000000,1345.4,1397.7,1344.8,1384.1,439777
20190621,000000,1384.1,1415.4,1382.9,1393.2,501954
20190622,000000,1393.2,1404.4,1389.8,1403,274044
20190624,000000,1403.9,1414.8,1403.6,1409.1,118887
20190625,000000,1409.2,1442.9,1408,1434.4,460662
20190626,000000,1434.4,1439.8,1406.6,1413.8,526965
20190627,000000,1413.8,1418.9,1404.1,1405.6,363116
20190628,000000,1405.5,1427.8,1401.4,1418.2,336911
20190629,000000,1418.2,1418.3,1408.6,1412.5,160028
20190701,000000,1401.8,1401.9,1384.7,1391.4,151074
20190702,000000,1391.4,1399.4,1385.8,1396.4,292133
20190703,000000,1396.3,1441,1392.6,1428,437339
20190704,000000,1427.9,1429.4,1412.7,1414.6,287395
20190705,000000,1414.6,1426.8,1414.5,1416.5,127259
20190706,000000,1416.6,1418.7,1388.6,1401.2,336552
20190708,000000,1401,1409.9,1395,1408.1,93105
20190709,000000,1408.2,1409.5,1387.5,1389.5,255802
20190710,000000,1389.5,1402.4,1388.3,1395.4,234834
20190711,000000,1395.4,1429.4,1393.3,1425.5,418595
20190712,000000,1425.5,1426,1402.7,1410.7,313362
20190713,000000,1410.8,1418.9,1404.5,1417.8,168849
20190715,000000,1417.7,1421.6,1411.2,1418.1,76762
20190716,000000,1418.2,1420,1409.3,1415.9,201154
20190717,000000,1416,1418,1402.2,1403.9,310495
20190718,000000,1403.9,1431.9,1401.3,1423.1,374671
20190719,000000,1423.1,1454.4,1415.6,1440.9,462771
20190720,000000,1440.9,1443,1421.1,1426.5,342967
20190722,000000,1428.5,1430.8,1423,1426.4,81260
20190723,000000,1426.4,1429.9,1414.6,1418.4,246841
20190724,000000,1418.3,1431.4,1416.5,1425.7,311981
20190725,000000,1425.6,1430,1420.9,1426.8,246959
20190726,000000,1426.9,1434.1,1411.1,1417.6,386538
20190727,000000,1417.6,1424.8,1412.9,1418.5,177378
20190729,000000,1419,1424.1,1417.3,1418.5,37144
20190730,000000,1418.5,1428,1414.4,1426.6,113051
20190731,000000,1426.6,1445.4,1425.1,1443,67496
20190801,000000,1443,1447,1414.5,1416.6,395524
20190802,000000,1416.7,1461.9,1412.1,1448.6,516470
20190803,000000,1448.6,1460.2,1443,1452.5,299445
20190805,000000,1451.2,1472,1448.8,1469.5,173594
20190806,000000,1469.5,1486.8,1465,1474.2,492125
20190807,000000,1474.1,1503.3,1472.8,1498.9,378432
20190808,000000,1498.8,1522.7,1497.7,1508.4,533566
20190809,000000,1508.4,1521.3,1501.6,1514,346347
20190810,000000,1513.9,1517.7,1506.2,1508,215990
20190812,000000,1509.2,1515.4,1498.6,1514.1,105926
20190813,000000,1514.1,1538.2,1511.1,1534.4,360004
20190814,000000,1534.4,1546.1,1490,1511.5,454905
20190815,000000,1511.6,1534.9,1510.3,1526.4,471530
20190816,000000,1526.5,1538.6,1519.1,1521.2,384811
20190817,000000,1521.1,1528.3,1513.9,1523.6,197697
20190819,000000,1523,1523.6,1508.9,1511.3,104430
20190820,000000,1511.2,1513.7,1503,1512.2,241445
20190821,000000,1512.3,1518.8,1506.5,1509.1,238127
20190822,000000,1509,1517.6,1507.4,1508.1,232660
20190823,000000,1508,1514.4,1502.1,1505.9,242107
20190824,000000,1506,1540.3,1504.3,1536.9,343351
20190826,000000,1545.4,1565,1534.8,1536.7,213793
20190827,000000,1536.7,1547.4,1535.3,1540.9,256803
20190828,000000,1540.8,1554.5,1538,1549.8,369221
20190829,000000,1549.8,1559.8,1543.3,1549,329792
20190830,000000,1548.9,1554.4,1528.6,1534.3,410595
20190831,000000,1534.4,1541.8,1525.6,1529.2,201886
20190902,000000,1535.2,1544.5,1528,1530.1,73348
20190903,000000,1530.1,1542.2,1529.6,1541.3,156437
20190904,000000,1541.2,1559.2,1537.8,1547.5,407665
20190905,000000,1547.6,1566.2,1542.6,1551.3,410283
20190906,000000,1551.3,1553.3,1513.5,1516.5,560216
20190907,000000,1516.5,1536.2,1510.7,1515,380632
20190909,000000,1516.4,1520.7,1511.5,1516.3,83110
20190910,000000,1516.2,1523.8,1494.3,1502,348739
20190911,000000,1502.1,1509.1,1492.1,1501.7,337186
20190912,000000,1501.7,1513.7,1494.6,1512.2,309865
20190913,000000,1512.1,1532.2,1502.9,1513.3,407939
20190914,000000,1513.3,1516.6,1493.1,1495.7,282604
20190916,000000,1513.1,1519.7,1506.3,1510,139715
20190917,000000,1510,1513.9,1500.9,1505.3,273894
20190918,000000,1505.3,1515,1503.2,1509.4,281994
20190919,000000,1509.3,1519.5,1490.7,1504.8,391808
20190920,000000,1504.8,1514.3,1503.1,1512.4,246844
20190921,000000,1512.3,1524.5,1505.9,1524.4,202873
20190923,000000,1521.5,1528.7,1517.9,1528.1,120620
20190924,000000,1528.2,1534.4,1523.8,1529.3,280170
20190925,000000,1529.2,1543.3,1522.8,1539.3,396148
20190926,000000,1539.3,1539.6,1507.4,1515.4,421883
20190927,000000,1515.3,1519.5,1502.9,1503.4,355246
20190928,000000,1503.5,1509.7,1493.3,1503.3,297753
20190930,000000,1501.7,1507.2,1492.7,1493.9,95496
20191001,000000,1493.9,1494.8,1465,1468.3,412342
20191002,000000,1468.2,1493.5,1467.9,1488.1,373186
20191003,000000,1488.1,1511.3,1487.2,1508.5,375235
20191004,000000,1508.6,1525.7,1504,1514.7,298511
20191005,000000,1514.6,1522.2,1501.4,1510.3,269289
20191007,000000,1518.6,1518.8,1506,1507.1,56325
20191008,000000,1507.1,1509.7,1492.1,1503.9,265103
20191009,000000,1504,1516.9,1503.2,1510.6,328213
20191010,000000,1510.7,1522.3,1505.1,1513.7,313828
20191011,000000,1513.6,1516.6,1495.3,1503.6,344280
20191012,000000,1503.5,1504.6,1478,1493.5,332894
20191014,000000,1492,1495,1487.1,1494.3,65373
20191015,000000,1494.2,1501.5,1492.7,1498.6,218445
20191016,000000,1498.5,1503,1480.8,1487.3,292431
20191017,000000,1487.2,1496.8,1480.6,1492.2,313495
20191018,000000,1492.2,1501.1,1487,1490.9,281221
20191019,000000,1490.9,1497,1488.3,1493.4,157089
20191021,000000,1495.6,1497.7,1490.6,1492.9,66460
20191022,000000,1492.9,1498.7,1484,1491.3,252143
20191023,000000,1491.2,1498.1,1485.7,1497.7,202174
20191024,000000,1497.7,1499.4,1490.4,1492.4,217373
20191025,000000,1492.3,1509.9,1490.7,1508.8,284199
20191026,000000,1508.8,1520.9,1503.1,1507.1,284861
20191028,000000,1507.4,1510.8,1504.7,1509.1,53570
20191029,000000,1509.1,1509.7,1492.3,1496.3,300493
20191030,000000,1496.3,1496.9,1485.6,1492.5,243609
20191031,000000,1492.5,1503.3,1483.1,1502.9,326551
20191101,000000,1502.9,1517.2,1502.6,1515.1,351801
20191102,000000,1515.1,1519,1505.4,1516.7,275288
20191104,000000,1516.4,1516.5,1510.8,1512.8,63034
20191105,000000,1512.8,1517.1,1504.5,1505.9,245560
20191106,000000,1505.9,1507.2,1480.7,1487.4,428548
20191107,000000,1487.5,1495.9,1482.8,1483.1,279402
20191108,000000,1483.2,1489.2,1461.4,1467.4,498194
20191109,000000,1467.3,1469.2,1457,1459.8,251780
20191111,000000,1460,1467.4,1459.5,1466.5,73088
20191112,000000,1466.4,1466.6,1448.9,1455.2,291254
20191113,000000,1455.1,1467.1,1446.2,1464.4,332689
20191114,000000,1464.5,1471.2,1460.6,1469,280773
20191115,000000,1469,1475.3,1462.8,1466,268599
20191116,000000,1465.9,1469.8,1464.1,1468.7,135551
20191118,000000,1467.8,1470.2,1465.3,1466.8,22233
20191119,000000,1466.8,1475.8,1456.6,1470.8,309749
20191120,000000,1470.8,1475.7,1465.1,1474.2,260994
20191121,000000,1474.1,1479.2,1466.1,1471.2,308349
20191122,000000,1471.2,1474.7,1462.4,1465.1,284500
20191123,000000,1465.1,1473.4,1461.2,1461.5,224798
20191125,000000,1461,1462,1459.4,1461.5,20074
20191126,000000,1461.6,1461.7,1451.4,1454.9,215001
20191127,000000,1455,1462.9,1449.6,1458.9,148930
20191128,000000,1458.9,1459.9,1452,1455.5,42274
20191129,000000,1455.4,1464.9,1453.8,1464.4,18627
20191130,000000,1464.4,1472.9,1459.1,1470.4,153153
20191202,000000,1470.3,1470.6,1464.8,1465.7,21030
20191203,000000,1465.6,1471.6,1459.8,1466.6,268382
20191204,000000,1466.5,1487.7,1465.4,1484.5,342801
20191205,000000,1484.4,1489.9,1476.7,1481.1,278406
20191206,000000,1481.1,1485.7,1478,1480.6,217729
20191207,000000,1480.5,1485.2,1463.3,1464.5,270207
20191209,000000,1464.1,1466.1,1463,1464.8,22025
20191210,000000,1464.8,1469.8,1463.5,1465.6,148216
20191211,000000,1465.6,1473.7,1464.2,1467.9,208219
20191212,000000,1467.9,1483.5,1466.9,1479.1,225396
20191213,000000,1479,1491.6,1465.5,1471.4,353924
20191214,000000,1471.4,1482.5,1469.6,1480.3,246536
20191216,000000,1480,1480.8,1477.4,1479.4,16334
20191217,000000,1479.4,1484.5,1478,1481.6,158100
20191218,000000,1481.7,1484.9,1478.4,1481.4,149781
20191219,000000,1481.4,1483.6,1474.3,1481.7,193130
20191220,000000,1481.6,1485.8,1477.1,1482.9,178387
20191221,000000,1482.9,1484.8,1479.5,1482.4,123865
20191223,000000,1482.4,1485.3,1481.2,1484.5,17951
20191224,000000,1484.5,1493.4,1484.1,1492.7,160198
20191225,000000,1492.7,1505,1492.7,1504.4,144083
20191226,000000,1503.9,1508.5,1502.1,1507.5,28005
20191227,000000,1507.6,1518.7,1507.2,1517.6,204718
20191228,000000,1517.7,1519.9,1512.1,1515.6,160402
20191230,000000,1515.9,1519.1,1515.3,1517.8,24159
20191231,000000,1517.8,1527.3,1513.5,1526.4,172392
20200101,000000,1526.5,1529,1519.2,1520,161688
20200102,000000,1521,1524,1519.7,1521.9,27467
20200103,000000,1521.9,1543.7,1520.9,1541.4,280736
20200104,000000,1541.4,1556.6,1540.9,1555.2,316663
20200106,000000,1562.7,1590.9,1562.3,1578.4,129084
20200107,000000,1578.4,1581.5,1557,1561,422870
20200108,000000,1561,1613.3,1560.8,1594.8,572428
20200109,000000,1594.7,1597,1553.4,1559.2,481621
20200110,000000,1559.2,1559.8,1541,1548.1,316305
20200111,000000,1548,1564.1,1547.1,1563.2,259194
20200113,000000,1563,1563.1,1555.1,1556.5,32883
20200114,000000,1556.5,1557.3,1536.4,1539.5,243515
20200115,000000,1539.4,1553.4,1536.7,1552.6,263670
20200116,000000,1552.5,1558.8,1547.3,1555.9,246374
20200117,000000,1555.8,1557.6,1548,1555.8,228422
20200118,000000,1555.9,1561.4,1554,1557.3,199924
20200120,000000,1557.3,1559.8,1555.9,1559.6,16594
20200121,000000,1559.5,1568.8,1558.1,1566.7,103095
20200122,000000,1566.6,1567.2,1546,1552.9,321004
20200123,000000,1552.8,1563.3,1550.3,1558.4,215854
20200124,000000,1558.4,1567.5,1551.3,1559.1,261921
20200125,000000,1559.1,1575.3,1555.8,1571.3,291674
20200127,000000,1580.5,1588.4,1576.7,1578.4,61001
20200128,000000,1578.5,1585.8,1575.3,1578.6,257637
20200129,000000,1578.6,1581.5,1562,1564.5,246673
20200130,000000,1564.4,1580.5,1563.9,1578.7,117558
20200131,000000,1578.6,1585,1571.5,1576.1,51591
20200201,000000,1576,1595.5,1575.9,1593.6,249807
20200203,000000,1597.8,1598.5,1583.2,1585.4,67533
20200204,000000,1585.4,1585.8,1573.3,1579.3,242281
20200205,000000,1579.3,1580,1552.8,1561,313718
20200206,000000,1560.9,1566.2,1551.1,1556.7,264950
20200207,000000,1556.7,1572.7,1556,1569.3,208375
20200208,000000,1569.2,1577.7,1563.6,1573.8,223811
20200210,000000,1575.8,1580.2,1571.5,1575.7,43600
20200211,000000,1575.6,1580.5,1570.2,1572.1,165176
20200212,000000,1572.1,1577.5,1565.2,1570.4,199621
20200213,000000,1570.4,1577.3,1564.4,1576.7,193005
20200214,000000,1576.7,1581.7,1574.8,1577.6,233542
20200215,000000,1577.7,1588.2,1576.8,1586.9,178065
20200217,000000,1585.1,1586.8,1583.3,1586,23213
20200218,000000,1585.9,1590.5,1581.8,1589.3,81889
20200219,000000,1589.3,1608.2,1587.9,1604.8,303296
20200220,000000,1604.7,1615.9,1604.6,1612.3,306638
20200221,000000,1612.3,1629.4,1606.6,1628.9,360354
20200222,000000,1628.8,1652.1,1628.4,1645.9,379040
20200224,000000,1656,1684.1,1654.6,1664.9,103984
20200225,000000,1664.8,1691.7,1645,1657.7,565740
20200226,000000,1657.6,1660.7,1627,1643.3,514081
20200227,000000,1643.3,1657.1,1626.7,1654.2,422939
20200228,000000,1654.1,1662.3,1635.9,1640.4,396072
20200229,000000,1640.3,1643.9,1564,1587.3,381473
20200302,000000,1592.8,1607.9,1576.3,1601.4,102432
20200303,000000,1601.3,1612.1,1584.8,1600.9,282841
20200304,000000,1601,1654.3,1594.2,1644,268691
20200305,000000,1644,1650.6,1632.6,1640.4,228484
20200306,000000,1640.3,1680,1637.7,1679.1,310847
20200307,000000,1679,1692.8,1645.4,1674.2,344812
20200309,000000,1692.6,1704.3,1675,1682,122067
20200309,000000,1682,1686.5,1658,1666.8,267182
20200311,000000,1666.7,1668.5,1641.7,1659,201956
20200312,000000,1659.2,1671.8,1630.5,1636.8,209355
20200313,000000,1636.7,1645.4,1551,1559.7,277811
20200314,000000,1559.9,1597.9,1504.1,1528.9,198182
20200316,000000,1563.8,1574.8,1523.3,1547.9,89638
20200317,000000,1547.9,1551.5,1450.9,1501.1,356388
20200318,000000,1501,1554.3,1465.6,1533,243792
20200319,000000,1532.6,1533.5,1460.1,1470.7,265774
20200320,000000,1470.3,1497.7,1457.5,1485.9,162383
20200321,000000,1486.1,1519.4,1481.1,1501.1,143624
20200323,000000,1505,1510.7,1484.6,1496.4,46653
20200324,000000,1496.2,1603.3,1488.2,1591.1,186606
20200325,000000,1590.9,1699.3,1578.8,1672,252662
20200326,000000,1671.7,1679,1615.2,1629.1,148261
20200327,000000,1628.9,1672.5,1611,1639.5,120803
20200328,000000,1639.7,1647.2,1611.5,1630.6,42363
20200330,000000,1641.2,1652.8,1622.2,1623.6,1626
20200331,000000,1622.5,1645.6,1607.2,1637.2,21812
20200401,000000,1637.2,1641.6,1576,1596.9,137181
20200402,000000,1596.8,1612.4,1581.2,1598.7,123871
20200403,000000,1598.7,1645.6,1595.3,1634.6,127257
20200404,000000,1634.8,1652.1,1624.4,1648.8,104462
20200406,000000,1647.7,1654.1,1639.3,1641.6,18424
20200407,000000,1641.9,1742.6,1638.2,1712.5,175974
20200408,000000,1712.5,1722.9,1670.7,1683.3,142545
20200409,000000,1683.1,1695.8,1674.4,1684.4,103506
20200410,000000,1684.3,1754.5,1682.4,1740.6,159353
20200413,000000,1742.3,1747.7,1724.2,1730.3,26088
20200414,000000,1730.3,1785,1730.1,1780.5,150652
20200415,000000,1780.6,1788.8,1747.1,1754.4,186912
20200416,000000,1754.4,1758.5,1731.6,1743.1,161627
20200417,000000,1743.1,1768,1716.4,1720.2,188507
20200418,000000,1720.3,1723.3,1691.2,1694.5,166019
20200420,000000,1693,1698.6,1685,1696.6,22695
20200421,000000,1696.5,1718.4,1685.2,1705.5,162874
20200422,000000,1705.4,1718,1666.2,1701.2,211028
20200423,000000,1701.1,1745.5,1695.4,1734.2,173965
20200424,000000,1734.2,1764.2,1733,1746,160862
20200425,000000,1746,1760.2,1725.4,1745.7,145765
20200427,000000,1745,1745.8,1737.1,1742.2,15758
20200428,000000,1742.3,1745.8,1711,1713,142571
20200429,000000,1713,1731.9,1704.1,1726.1,149142
20200430,000000,1726.2,1733.5,1708.2,1729.4,158099
20200501,000000,1729.5,1737,1687.5,1693.7,197433
20200502,000000,1693.7,1714.4,1676,1710.2,143186
20200504,000000,1711.2,1711.8,1700.3,1710.7,17515
20200505,000000,1710.8,1726,1702.3,1704,132829
20200506,000000,1703.9,1717.8,1695.4,1710.8,168914
20200507,000000,1710.7,1715.2,1683,1695.3,179410
20200508,000000,1695.3,1733.2,1686.8,1727.1,202594
20200509,000000,1727,1735.5,1703.1,1704.8,170905
20200511,000000,1706,1713.8,1704.5,1709.3,17553
20200512,000000,1709.3,1712.6,1692.1,1704.1,151619
20200513,000000,1704.2,1716.7,1700.4,1705.6,135678
20200514,000000,1705.6,1728,1701.6,1721.8,178131
20200515,000000,1721.9,1746.5,1716,1742.6,192552
20200516,000000,1742.5,1761.2,1736.8,1754.1,165321
20200518,000000,1757.5,1775,1755.2,1771.1,36427
20200519,000000,1771,1775.8,1729.4,1740.2,233962
20200520,000000,1740.2,1756.1,1727.2,1755,163022
20200521,000000,1754.9,1757.6,1739,1742.2,159285
20200522,000000,1742.1,1744.8,1715.3,1728.3,186279
20200523,000000,1728.2,1742,1726,1734.7,124414
20200525,000000,1734.8,1736.9,1726.6,1728.1,9395
20200526,000000,1728,1737.2,1718,1736.3,59965
20200527,000000,1736.3,1736.4,1697.5,1698.3,162771
20200528,000000,1698.3,1714.5,1684.2,1711.3,85835
20200529,000000,1711.5,1736.4,1707.4,1732.8,20126
20200530,000000,1732.8,1754.5,1728.6,1743,126006
20200601,000000,1751.7,1758.6,1747.1,1752.4,21103
20200602,000000,1752.3,1761,1737.6,1752.3,136120
20200603,000000,1752.3,1757,1724,1728.9,173564
20200604,000000,1728.8,1732.2,1690.3,1704.8,240024
20200605,000000,1704.9,1729,1698.9,1715.4,188781
20200606,000000,1715.2,1718.4,1671.7,1688.6,248532
20200608,000000,1686.7,1692.5,1680.7,1691.6,19607
20200609,000000,1691.5,1709.8,1690,1701.3,149820
20200610,000000,1701.3,1729.4,1697.6,1722.8,167848
20200611,000000,1722.8,1749.8,1714.1,1741.3,195858
20200612,000000,1741.4,1754.9,1727.5,1731.7,192439
20200613,000000,1731.7,1753,1731.7,1737.3,124802
20200615,000000,1740.7,1743.8,1732.3,1735,19789
20200616,000000,1735,1737.4,1706.2,1732.7,177807
20200617,000000,1738.6,1739.5,1721.8,1733,135276
20200618,000000,1733,1740.2,1717.3,1734.9,131970
20200619,000000,1734.9,1749.2,1722.7,1734.8,144501
20200620,000000,1734.8,1760.9,1734.4,1756.2,158191
20200622,000000,1765.8,1776.7,1759.4,1767.9,42441
20200623,000000,1767.9,1779,1753.5,1763.2,206625
20200624,000000,1763.3,1791.8,1759,1784.8,179082
20200625,000000,1784.8,1796.1,1764.1,1774.8,217113
20200626,000000,1774.9,1779.6,1764.5,1770.4,136623
20200627,000000,1770.5,1786.2,1754,1784.8,181596
20200629,000000,1789.2,1790.4,1781.4,1785.4,21607
20200630,000000,1785.4,1789.4,1776.5,1782.8,112577
20200701,000000,1782.8,1804,1774.8,1802,187885
20200702,000000,1802,1807.7,1767.9,1777.5,248735
20200703,000000,1777.4,1791.7,1766.3,1787.6,168493
20200704,000000,1787.5,1788.8,1783.4,1787.3,32322
20200706,000000,1787,1788.8,1779.6,1780,16674
20200707,000000,1780.1,1799,1779.2,1794.8,129946
20200708,000000,1794.7,1810.8,1781.2,1806.5,207515
20200709,000000,1806.4,1829.8,1804.6,1821.2,191233
20200710,000000,1821.2,1825.5,1799.6,1806.2,235213
20200711,000000,1806.2,1817,1796.5,1801.8,168646
20200713,000000,1803.4,1809.7,1802.1,1807.4,19436
20200714,000000,1807.4,1818.7,1797.2,1800,170776
20200715,000000,1800.1,1815,1791.1,1811.9,199973
20200716,000000,1811.8,1819.5,1804,1812.5,170325
20200717,000000,1812.5,1814.9,1794.1,1798.4,181632
20200718,000000,1798.4,1813.9,1797.7,1812.1,135384
20200720,000000,1812.3,1812.5,1806.6,1808.9,16378
20200721,000000,1808.9,1823.4,1807.4,1822.2,163320
20200722,000000,1822.2,1866.8,1818.7,1858.5,287625
20200723,000000,1858.4,1874.9,1846.1,1867.9,327352
20200724,000000,1867.9,1897.7,1867.3,1889,343442
20200725,000000,1889,1904.6,1880.5,1900.3,223183
20200727,000000,1901.2,1938,1899,1926.9,91065
20200728,000000,1926.9,1974.7,1924.4,1935.7,359237
20200729,000000,1935.8,1959.2,1900.2,1950.4,295300
20200730,000000,1950.7,1974.9,1935.2,1959.7,137435
20200731,000000,1959.6,1990,1930,1988,51180
20200801,000000,1988,2005.4,1975.8,1994,234786
20200803,000000,1997.4,2009.5,1986.3,1992.3,35612
20200804,000000,1992.1,1996.4,1975.2,1991.1,154406
20200805,000000,1991.2,2048.6,1982.6,2031.3,295024
20200806,000000,2031.4,2070.3,2029.2,2057.3,327773
20200807,000000,2057.1,2089.2,2052.7,2066.3,326956
20200808,000000,2066.4,2075,2024.8,2046.1,328571
20200810,000000,2044.8,2047.5,2028.7,2039.4,33245
20200811,000000,2039.3,2060.8,2022.5,2029.2,246840
20200812,000000,2029.2,2030.5,1885,1895.4,593229
20200813,000000,1895.3,1961,1874.2,1945,391881
20200814,000000,1944.9,1974.8,1928.5,1957.5,339931
20200815,000000,1957.5,1966.3,1939.1,1953.7,202761
20200817,000000,1956.4,1959.9,1939.1,1950.2,33230
20200818,000000,1950.2,2005.6,1950.1,2000.2,282095
20200819,000000,2000.2,2024.6,1985.2,2002.5,353632
20200820,000000,2002.5,2005.8,1930.5,1956.7,451398
20200821,000000,1956.7,1963.1,1928.9,1957.6,344104
20200822,000000,1957.6,1959.1,1916.6,1947.4,321221
20200824,000000,1947.9,1949,1937.6,1939,27703
20200825,000000,1939.1,1970.3,1930.8,1942.5,271765
20200826,000000,1942.7,1943.9,1919.1,1930.9,268175
20200827,000000,1930.9,1963.4,1908.4,1950.6,337982
20200828,000000,1950.7,1987,1914.7,1947.5,451430
20200829,000000,1947.4,1983,1945.5,1972.6,300226
20200831,000000,1973.9,1985.8,1973.4,1978.6,29670
20200901,000000,1978.4,1996.7,1962.3,1992.8,235004
20200902,000000,1993,2001.2,1965.1,1971,284444
20200903,000000,1971.1,1978.9,1938.9,1951.5,313738
20200904,000000,1951.6,1953.6,1927.2,1943.1,300659
20200905,000000,1943.1,1956.6,1921.6,1940.9,264811
20200907,000000,1938,1947.5,1937.6,1941.3,26030
20200908,000000,1941.3,1942.7,1927.6,1929.4,90319
20200909,000000,1929.4,1948.3,1911.7,1937.1,308290
20200910,000000,1937.2,1959.7,1926.3,1955.3,218923
20200911,000000,1955.2,1975.2,1944,1947.6,262360
20200912,000000,1947.7,1963.4,1944.8,1948.1,173087
20200914,000000,1948.9,1960.5,1945.2,1957.6,23652
20200915,000000,1957.7,1977,1947.4,1974.7,190509
20200916,000000,1974.7,1982.4,1955.6,1967.3,220900
20200917,000000,1967.3,1983.8,1943.1,1946.1,310454
20200918,000000,1946.1,1963.3,1938.2,1959.3,230433
20200919,000000,1959.3,1968.2,1951.6,1957.1,149650
20200921,000000,1957.3,1962.9,1952.5,1960.2,19763
20200922,000000,1960.2,1961.8,1885.4,1916.9,382531
20200923,000000,1917,1923.2,1895.8,1896.6,281411
20200924,000000,1896.6,1898.3,1855.1,1859.4,397000
20200925,000000,1859.3,1880.9,1851,1872.5,297196
20200926,000000,1872.4,1879.3,1854.1,1864.3,197543
20200928,000000,1862.7,1869.1,1860.8,1864.3,18557
20200929,000000,1864.3,1892.4,1851.1,1888.1,230423
20200930,000000,1888.2,1904.8,1880.8,1894.7,213359
