<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20101103,000000,1356.8,1359.9,1350.2,1354,89060
20101104,000000,1354.2,1364.8,1325.5,1359.6,236475
20101105,000000,1359.6,1394.4,1359.6,1386.7,185987
20101106,000000,1386.9,1398.7,1371.9,1393.9,163738
20101108,000000,1397.3,1398.5,1386.6,1390.5,33645
20101109,000000,1390.8,1422.1,1387.1,1419,161312
20101110,000000,1419.2,1424.3,1382.2,1402.8,256600
20101111,000000,1402.8,1414.5,1383.4,1413.8,217927
20101112,000000,1413.7,1417.6,1377.3,1388.1,180649
20101113,000000,1387.9,1395,1359.3,1368.3,192926
20101115,000000,1371,1375.5,1361.7,1364,37092
20101116,000000,1364.1,1376.6,1354.8,1360.3,156743
20101117,000000,1360.4,1360.6,1329,1338.2,245612
20101118,000000,1338.2,1358.2,1331.9,1356.6,138854
20101119,000000,1356.5,1362.9,1346.4,1357.6,144959
20101120,000000,1357.5,1359.4,1341,1353.6,104222
20101122,000000,1357.5,1364.6,1354.5,1357.9,27462
20101123,000000,1358,1369.5,1347.9,1362.4,123640
20101124,000000,1362.2,1382.9,1355.6,1377.3,143418
20101125,000000,1377.2,1378.5,1367.2,1371.7,75210
20101126,000000,1371.9,1374.9,1364.1,1366.5,22132
20101127,000000,1366.6,1367,1350.1,1363.5,45262
20101129,000000,1364,1367.6,1352.6,1359.7,10573
20101130,000000,1359.6,1377,1354.7,1372.5,17950
20101201,000000,1372.6,1395.6,1370.9,1392.7,31266
20101202,000000,1392.9,1398.3,1383,1390.9,125013
20101203,000000,1390.8,1399.7,1383.8,1391.5,114589
20101204,000000,1391.4,1417,1386.6,1416,122983
20101206,000000,1415.1,1420,1409.8,1412.9,31159
20101207,000000,1413,1429.6,1411.1,1427.5,119240
20101208,000000,1427.5,1432.5,1389.3,1398.3,182711
20101209,000000,1398.2,1401.5,1372.1,1384.6,173198
20101210,000000,1384.5,1395.6,1382.3,1391.7,103924
20101211,000000,1391.8,1392,1372.7,1385.5,101116
20101213,000000,1390.3,1393.8,1388.2,1390.5,10928
20101214,000000,1390.6,1407.9,1390.5,1406.8,97939
20101215,000000,1406.6,1408.9,1386.6,1388.5,121461
20101216,000000,1388.6,1396.2,1378.2,1385.7,112691
20101217,000000,1385.8,1386.1,1361.9,1373.7,155315
20101218,000000,1373.9,1379.8,1365.4,1376.1,73557
20101220,000000,1379.4,1388.9,1379.3,1383.5,21931
20101221,000000,1383.6,1390.6,1376.6,1386.7,69924
20101222,000000,1386.7,1393,1381.5,1390.5,72714
20101223,000000,1390.4,1390.9,1381.8,1384.1,51665
20101224,000000,1384,1384.5,1372.6,1379.1,54710
20101227,000000,1378.1,1387,1372.7,1383,17180
20101228,000000,1383,1395.6,1378.4,1394.8,43046
20101229,000000,1394.9,1410,1394.7,1403.5,82446
20101230,000000,1403.5,1415.4,1401.5,1412.3,59849
20101231,000000,1412.4,1414,1403.5,1413,45909
20110101,000000,1413,1422,1411.6,1422,28184
20110103,000000,1420.4,1421.6,1414.5,1420.2,12810
20110104,000000,1420.2,1424.4,1415.8,1415.9,50852
20110105,000000,1382.5,1384.8,1377.8,1379.1,13761
20110106,000000,1379.3,1382.2,1364,1373.2,157096
20110107,000000,1373.1,1376.9,1356.5,1359.9,146510
20110108,000000,1359.9,1379,1352.7,1369.7,142346
20110110,000000,1369.8,1376.4,1366.7,1368.4,20325
20110111,000000,1368.4,1382.4,1365,1380.7,94705
20110112,000000,1380.7,1387,1372.4,1382.1,123665
20110113,000000,1382.2,1389,1376.3,1378.8,110230
20110114,000000,1378.8,1392.9,1365.2,1369.4,161870
20110115,000000,1369.4,1369.8,1354.6,1361.4,135773
20110117,000000,1361,1365.5,1356.8,1358.5,20147
20110118,000000,1358.6,1372,1358.2,1368.1,37640
20110119,000000,1368,1376.7,1364.2,1372.7,101106
20110120,000000,1372.7,1378.9,1361.7,1364.2,108031
20110121,000000,1364.3,1364.5,1340.2,1343.6,185995
20110122,000000,1343.7,1346.5,1337,1341.9,97938
20110124,000000,1343,1352.4,1343,1347.5,22873
20110125,000000,1347.3,1349.8,1321.9,1323.7,131786
20110126,000000,1323.7,1337.7,1322.2,1334.9,127193
20110127,000000,1335,1347.5,1324.3,1337.2,141796
20110128,000000,1337.2,1340.7,1309.1,1315.5,125842
20110129,000000,1315.7,1348,1311.3,1339.1,166030
20110131,000000,1340.5,1347.2,1328.1,1330.7,34603
20110201,000000,1330.6,1341.6,1323.6,1338.7,118932
20110202,000000,1338.5,1345.6,1326,1337.8,120221
20110203,000000,1337.8,1340.3,1327.3,1333.6,89502
20110204,000000,1333.7,1356.6,1325.4,1349.3,165022
20110205,000000,1349.3,1361,1345.5,1349.1,108274
20110207,000000,1347.6,1351,1344.1,1348,14796
20110208,000000,1348.2,1358.6,1345.5,1352,77501
20110209,000000,1351.9,1368.7,1348.9,1363.4,117052
20110210,000000,1363.5,1367.7,1357.1,1358.8,101729
20110211,000000,1358.9,1366.8,1351.4,1359.2,106049
20110212,000000,1359.2,1369.7,1354.3,1356.7,101476
20110214,000000,1358,1361.5,1354.4,1358.4,20002
20110215,000000,1358.5,1375,1357.1,1373.7,85473
20110216,000000,1373.6,1378.5,1370.2,1373.4,90626
20110217,000000,1373.4,1382.7,1368.3,1377.7,120106
20110218,000000,1377.6,1388.9,1377.2,1386.6,87788
20110219,000000,1386.6,1392.6,1382,1389.4,83976
20110221,000000,1391.1,1403.9,1390.2,1403,30962
20110222,000000,1403,1411.5,1393.3,1398,71295
20110223,000000,1397.8,1407,1395.4,1403.2,115603
20110224,000000,1403.2,1417.5,1401.2,1417,141991
20110225,000000,1416.8,1418.8,1392.2,1404.1,142891
20110226,000000,1404.2,1412.4,1400.8,1410,73311
20110228,000000,1411.2,1417,1407.9,1411.4,25371
20110301,000000,1411.3,1420.4,1405.2,1419.4,93809
20110302,000000,1419.3,1435.6,1417,1433.7,146746
20110303,000000,1433.7,1441,1423,1428.6,140642
20110304,000000,1428.5,1431.4,1410.6,1418.2,155758
20110305,000000,1418.4,1434,1416.1,1433.1,105620
20110307,000000,1435.4,1439.9,1433.1,1438.7,28954
20110308,000000,1438.7,1445.7,1426.1,1436,136692
20110309,000000,1436.1,1437.2,1423.2,1430.1,102561
20110310,000000,1430.4,1436.8,1421.1,1424.6,104293
20110311,000000,1424.6,1424.7,1403,1409.5,171972
20110312,000000,1409.5,1424.6,1404.8,1419.6,91804
20110314,000000,1424.9,1429,1424,1425,5558
20110314,000000,1424.9,1431,1407.9,1413.5,96831
20110316,000000,1413.6,1413.8,1380.7,1400.3,189824
20110317,000000,1400.3,1406.6,1386.8,1398.7,133155
20110318,000000,1398.7,1415.6,1396.9,1414,90654
20110319,000000,1414,1424.1,1410.7,1419.3,90438
20110321,000000,1424.5,1429.7,1423.5,1426.6,17293
20110322,000000,1426.4,1435.1,1425.1,1431.9,87623
20110323,000000,1431.7,1432,1419.5,1431.2,85765
20110324,000000,1431.3,1441.2,1430,1439.9,104114
20110325,000000,1439.9,1448.6,1423.7,1432.4,139102
20110326,000000,1432.4,1438.1,1422,1429.9,93291
20110328,000000,1428.5,1430,1415.5,1418.4,21290
20110329,000000,1418.3,1423.6,1410.1,1417.3,77984
20110330,000000,1417.4,1423.5,1411.2,1419.5,50835
20110331,000000,1419.5,1430.3,1412,1429.8,17314
20110401,000000,1429.5,1440,1427.1,1436.4,20132
20110402,000000,1436.3,1437.7,1413.5,1429.2,134171
20110404,000000,1432.1,1437,1432.1,1435.7,7206
20110405,000000,1435.9,1440.3,1431.3,1436.2,75391
20110406,000000,1436.3,1460.2,1431,1456.7,154753
20110407,000000,1456.7,1467,1453.7,1460.1,99076
20110408,000000,1460.1,1470.4,1455.3,1470.2,106429
20110409,000000,1470.3,1476.4,1467.3,1476.4,76162
20110411,000000,1476.9,1478,1471.9,1474,21279
20110412,000000,1473.9,1474.8,1454.7,1463.7,103649
20110413,000000,1463.7,1468.5,1445,1458.5,154709
20110414,000000,1458.4,1465,1452,1463.1,105340
20110415,000000,1463.3,1480.5,1453.2,1474.2,138909
20110416,000000,1473.9,1489.1,1472.2,1487.1,104286
20110418,000000,1488,1489.7,1484.4,1485.3,22532
20110419,000000,1485.3,1498.6,1477.8,1494.4,182271
20110420,000000,1494.5,1504.5,1489.5,1504.3,128768
20110421,000000,1504.3,1509.5,1495.4,1507.9,128918
20110422,000000,1507.9,1509.6,1500.4,1504.9,81026
20110425,000000,1511.6,1518.6,1509.7,1517.6,21942
20110426,000000,1517.8,1519.2,1495.9,1504.2,123339
20110427,000000,1504.4,1510.5,1492,1508.7,119795
20110428,000000,1508.6,1535.1,1503.3,1533.6,165286
20110429,000000,1533.6,1538.8,1524.5,1533.9,140736
20110430,000000,1533.9,1569.8,1532.9,1565.8,137069
20110502,000000,1566.8,1577.4,1540.3,1553.1,62454
20110503,000000,1553,1575.8,1516.2,1547.2,165844
20110504,000000,1547.2,1548.9,1527.1,1537.8,180016
20110505,000000,1537.7,1543.5,1505.5,1514.3,224426
20110506,000000,1514.2,1515.9,1462.5,1484.6,317042
20110507,000000,1484.6,1498.5,1474.6,1495.2,178474
20110509,000000,1496.6,1510.7,1489,1508.3,27717
20110510,000000,1508.6,1516.5,1498.5,1515.2,125338
20110511,000000,1515.2,1526.8,1506.4,1525.5,113066
20110512,000000,1525.6,1526.4,1486.5,1491.3,191707
20110513,000000,1491.4,1516.4,1477.6,1513.2,175006
20110514,000000,1513.1,1514.8,1482,1494.2,130573
20110516,000000,1494.8,1497.9,1486,1494.7,21624
20110517,000000,1494.9,1504.3,1488.5,1493.2,107780
20110518,000000,1493.1,1497.5,1471.1,1493.6,181011
20110519,000000,1493.6,1499.7,1488.2,1489.8,122030
20110520,000000,1489.5,1504.3,1485.8,1501.8,106175
20110521,000000,1501.9,1515.8,1486.4,1513.6,142961
20110523,000000,1512.8,1519,1504.9,1510.3,30567
20110524,000000,1510.2,1522,1503.7,1520.4,122387
20110525,000000,1520.4,1528,1515,1525.9,104220
20110526,000000,1525.9,1532.5,1521.6,1522,103115
20110527,000000,1522.1,1528.9,1514.6,1525.4,84357
20110528,000000,1525.4,1538.5,1524.3,1536.5,23562
20110530,000000,1536.5,1538,1534.5,1535.7,575
20110531,000000,1535.4,1541,1535,1539,1167
20110601,000000,1539.1,1541.1,1530.4,1531.5,18937
20110602,000000,1531.5,1551.6,1531.2,1543.6,135948
20110603,000000,1543.5,1545.5,1520.4,1534.4,130063
20110604,000000,1534.4,1548.4,1524.9,1543.6,123398
20110606,000000,1544.5,1549.5,1541.6,1544.9,13322
20110607,000000,1544.9,1555,1541.9,1548.9,91567
20110608,000000,1548.8,1551.4,1534.5,1537.7,107361
20110609,000000,1537.7,1544.2,1531.8,1537.4,93733
20110610,000000,1537.5,1550.8,1534,1544.8,99673
20110611,000000,1544.9,1545.1,1526.7,1532.5,105494
20110613,000000,1530.8,1533.9,1527.1,1527.3,14223
20110614,000000,1527.5,1533.4,1511.4,1521.9,114397
20110615,000000,1521.9,1528.8,1512.8,1519,96066
20110616,000000,1519,1535.7,1514.5,1526.4,140600
20110617,000000,1526.4,1534,1522,1524.4,94682
20110618,000000,1524.4,1543,1523.8,1539.8,87674
20110620,000000,1541.1,1542.8,1535.7,1538.5,12811
20110621,000000,1538.6,1548.2,1533.6,1544.3,87225
20110622,000000,1544.3,1549,1541.6,1547.7,78985
20110623,000000,1547.9,1559.3,1542,1544.6,134500
20110624,000000,1544.6,1544.8,1511.5,1523.7,216368
20110625,000000,1523.7,1524,1498.5,1502.8,136423
20110627,000000,1501,1506.1,1491.7,1500.1,31663
20110628,000000,1500.1,1504,1490.8,1503,96498
20110629,000000,1502.7,1510.2,1495.5,1508.6,87741
20110630,000000,1508.9,1514.8,1503.7,1509.7,88800
20110701,000000,1509.6,1513.7,1490.2,1493.8,120702
20110702,000000,1493.8,1495.2,1478.3,1486.7,101197
20110704,000000,1486.7,1496.5,1486.2,1495.8,12598
20110705,000000,1495.9,1498.5,1493.4,1497.4,21821
20110706,000000,1497.7,1519.1,1497.2,1516.2,95917
20110707,000000,1516.2,1534.9,1510.3,1530.5,125706
20110708,000000,1530.3,1533.5,1522.2,1527.5,82477
20110709,000000,1527.4,1546,1525,1544.6,102870
20110711,000000,1544.9,1548.4,1542.3,1546.1,18649
20110712,000000,1545.9,1557.6,1542.1,1544,138447
20110713,000000,1544,1575.9,1541.1,1571.4,153520
20110714,000000,1571.1,1590.8,1566.3,1589.2,168667
20110715,000000,1589.2,1594.9,1576,1581.3,143452
20110716,000000,1581.4,1594.5,1579,1594.5,81758
20110718,000000,1594.4,1601.2,1591.4,1599.8,28514
20110719,000000,1599.6,1610.7,1596.3,1604.6,106779
20110720,000000,1604.6,1606,1582.7,1588.3,136663
20110721,000000,1588.3,1605,1581.1,1597.5,125583
20110722,000000,1597.4,1602.5,1583.2,1587.8,130718
20110723,000000,1587.9,1607.7,1587.2,1599.6,87551
20110725,000000,1608.7,1624.3,1603.8,1619.2,44035
20110726,000000,1619.2,1621.9,1607.8,1611.4,120017
20110727,000000,1611.5,1625.8,1608,1623.9,101289
20110728,000000,1623.9,1628.8,1608.9,1618,101524
20110729,000000,1617.9,1620.6,1602.8,1613.2,20947
20110730,000000,1613.9,1634.9,1613,1629,4116
20110801,000000,1621.4,1621.5,1608.2,1619.6,26383
20110802,000000,1619.5,1634.5,1612.1,1627.7,129454
20110803,000000,1627.7,1675.9,1626.6,1672.6,177011
20110804,000000,1672.6,1674.9,1658.8,1666.2,163365
20110805,000000,1666,1684.9,1642.2,1669.7,273035
20110806,000000,1669.8,1671.6,1650.3,1665.8,140735
20110808,000000,1681.7,1718.2,1681.7,1708.3,86623
20110809,000000,1708.3,1774.8,1694.3,1759,268188
20110810,000000,1759,1782.5,1722.5,1762.4,300252
20110811,000000,1762.2,1817.6,1754.7,1795.2,292974
20110812,000000,1795.2,1796,1734.5,1763.2,269902
20110813,000000,1763.2,1767,1725.8,1749.1,151416
20110815,000000,1747,1750.5,1730.8,1743.2,29608
20110816,000000,1743.3,1781.4,1734.5,1780.8,109680
20110817,000000,1780.8,1797,1766.5,1795.4,142688
20110818,000000,1795.6,1799.7,1781.6,1797.3,118166
20110819,000000,1797.3,1872.2,1796.5,1864.7,213380
20110820,000000,1864.6,1881.4,1840.1,1855.3,191565
20110822,000000,1863.4,1898.6,1858,1891,70897
20110823,000000,1890.9,1917.9,1860.4,1883.3,231317
20110824,000000,1883.3,1894.4,1826,1853.2,316380
20110825,000000,1853,1856.8,1727,1729.2,418172
20110826,000000,1729.1,1794.5,1705.4,1790.4,319189
20110827,000000,1790.5,1832.5,1766.4,1831.7,181907
20110829,000000,1839.5,1841.5,1808.7,1821.8,44786
20110830,000000,1821.8,1825.3,1778.1,1794.5,158973
20110831,000000,1794.7,1845.1,1790.6,1834.7,171057
20110901,000000,1834.7,1842.7,1813.6,1825.3,154542
20110902,000000,1825.2,1858.7,1815.5,1853,133880
20110903,000000,1852.8,1887.4,1852.5,1886.7,130283
20110905,000000,1879.9,1900.3,1877,1896.6,43243
20110906,000000,1897,1923.7,1861.8,1892.7,136472
20110907,000000,1893,1911.4,1818.2,1846.2,269953
20110908,000000,1846.2,1849.6,1793.8,1834.5,266814
20110909,000000,1834.5,1889.1,1828.4,1885.9,200710
20110910,000000,1885.8,1886.1,1825.5,1861.2,202132
20110912,000000,1862.3,1865.2,1828.8,1849.5,50504
20110913,000000,1849.6,1858.8,1794.8,1818.3,208990
20110914,000000,1818.4,1848.2,1808,1834,155248
20110915,000000,1833.9,1839.5,1806.7,1817.7,152877
20110916,000000,1817.8,1818.5,1765.4,1781.3,223113
20110917,000000,1781.1,1825,1776.4,1814.9,116220
20110919,000000,1820,1832.9,1814.9,1817,38987
20110920,000000,1817,1824.7,1771,1795.7,175906
20110921,000000,1795.4,1819.4,1773,1808.4,144266
20110922,000000,1808.3,1880,1761.1,1769.3,187029
20110923,000000,1769.3,1770,1722.3,1739.8,237522
20110924,000000,1740,1741,1631.7,1659.9,285874
20110926,000000,1659.9,1666.3,1535,1624,154973
20110927,000000,1623.8,1667.8,1586.5,1667.8,252057
20110928,000000,1667.8,1679.2,1633.2,1657.4,182117
20110929,000000,1657.2,1663.5,1585,1629.9,182420
20110930,000000,1629.9,1642.5,1602.2,1635.8,149942
20111001,000000,1635.8,1636.8,1607.8,1626.5,101926
20111003,000000,1620,1660,1620,1654.2,31998
20111004,000000,1653.8,1681.5,1644.6,1670.7,129177
20111005,000000,1670.6,1675.5,1597.6,1605,178299
20111006,000000,1605,1656.2,1596.6,1652.9,133250
20111007,000000,1652.8,1668,1633.2,1654.4,112613
20111008,000000,1654.5,1666.3,1627.6,1642.2,96681
20111010,000000,1640.7,1664.4,1639.9,1662.7,20095
20111011,000000,1662.7,1686.7,1655.4,1659.7,97536
20111012,000000,1659.5,1684,1657.6,1680.2,93577
20111013,000000,1680.2,1693.9,1671.1,1675.8,103503
20111014,000000,1675.7,1681,1654.3,1679.3,102341
20111015,000000,1679.3,1685.5,1668.6,1681.8,69043
20111017,000000,1683.8,1696.5,1677.6,1695.2,26936
20111018,000000,1695,1696.8,1659.4,1661.3,99921
20111019,000000,1661.3,1666.9,1628.2,1648.2,169979
20111020,000000,1648.4,1662.9,1607.9,1622.4,131310
20111021,000000,1622.7,1631.6,1604.7,1622.7,148022
20111022,000000,1622.6,1649.8,1620.9,1643,83993
20111024,000000,1643.3,1658.6,1636.6,1649.1,26989
20111025,000000,1649,1665.2,1644.6,1659.4,94823
20111026,000000,1659.2,1721.4,1649.6,1716,185720
20111027,000000,1716.1,1729.8,1703.4,1710.4,128649
20111028,000000,1710.1,1754,1707.2,1739.6,133715
20111029,000000,1739.4,1747.7,1733,1743.5,69953
20111031,000000,1743.4,1746.5,1705.5,1716.7,53819
20111101,000000,1716.8,1729.4,1707.5,1710.2,84389
20111102,000000,1710,1738.3,1670,1734.1,163506
20111103,000000,1734,1745.6,1720.5,1734,121994
20111104,000000,1734,1769.5,1732.4,1756.7,136297
20111105,000000,1756.5,1764.7,1749.8,1755.3,62125
20111107,000000,1755.5,1774.7,1754,1768.5,28693
20111108,000000,1768.5,1799.9,1766.8,1795.7,103129
20111109,000000,1795.6,1804.4,1778.3,1785.2,111331
20111110,000000,1785.3,1801.1,1755,1767.6,179008
20111111,000000,1767.5,1776.9,1736.6,1764.3,259188
20111112,000000,1764.3,1791.1,1763.5,1789,62227
20111114,000000,1790.1,1797.6,1778.3,1780.6,47496
20111115,000000,1780.6,1787.9,1760.9,1763.2,101574
20111116,000000,1763,1787.8,1762,1774.3,112725
20111117,000000,1773.7,1780.5,1753.9,1758,129255
20111118,000000,1758.3,1761.5,1711,1731.3,175625
20111119,000000,1731.4,1738.5,1713.2,1726,89011
20111121,000000,1724.2,1727.4,1701.6,1707.1,36978
20111122,000000,1707.2,1714.6,1667.1,1695,173240
20111123,000000,1695,1710.8,1684.5,1692.3,131805
20111124,000000,1692.1,1702.7,1677.1,1697.5,100084
20111125,000000,1697.5,1700.5,1672.6,1676.6,32339
20111126,000000,1676.3,1698.9,1673.7,1681,46124
20111128,000000,1685,1720.3,1684,1715.5,33779
20111129,000000,1715.6,1722.4,1704,1715.6,64887
20111130,000000,1715.9,1726,1699.9,1705,11966
20111201,000000,1703,1758,1703,1754.3,28193
20111202,000000,1754.3,1757.7,1737.2,1754.2,96664
20111203,000000,1754.3,1767.1,1745,1749.1,75493
20111205,000000,1751.1,1758.8,1744.4,1745.5,22730
20111206,000000,1745.5,1751.3,1712,1723.8,111464
20111207,000000,1723.8,1736.9,1705.7,1730.9,109795
20111208,000000,1730.7,1747,1723.6,1740.4,93068
20111209,000000,1740.3,1760.5,1704.9,1719.7,160172
20111210,000000,1719.7,1727.9,1710.3,1714.9,69510
20111212,000000,1716.5,1718.6,1679.2,1684.7,46321
20111213,000000,1684.9,1687,1654.4,1669.1,140258
20111214,000000,1669.1,1681.7,1625.3,1635.3,162526
20111215,000000,1635.4,1635.9,1565.7,1591.4,274774
20111216,000000,1591.7,1598,1562.5,1592,144992
20111217,000000,1592.2,1603.5,1585.1,1601.5,84659
20111219,000000,1603.4,1608.2,1585.5,1598.4,30990
20111220,000000,1598.3,1611.5,1589.3,1606.5,94578
20111221,000000,1606.5,1643.7,1604.6,1630.1,98386
20111222,000000,1630.1,1630.6,1604.4,1611.7,103211
20111223,000000,1611.7,1616.6,1599.1,1610.7,70810
20111224,000000,1610.7,1612.5,1604,1608.7,22106
20111227,000000,1608,1609,1592.5,1599.5,13425
20111228,000000,1599.6,1601.5,1583,1589.6,47151
20111229,000000,1589.6,1594.4,1535.6,1536.5,116733
20111230,000000,1536.3,1575.4,1523.9,1573,111685
20111231,000000,1573.1,1582.8,1562.6,1567,53837
20120103,000000,1570.4,1593.6,1566.8,1590.6,21196
20120104,000000,1590.8,1615,1586.8,1602.5,105093
20120105,000000,1602.3,1626.8,1594.4,1612.7,129965
20120106,000000,1613.2,1629.3,1597.7,1622.1,145233
20120107,000000,1622.1,1632.3,1609,1617.4,107060
20120109,000000,1617.6,1624.6,1605.7,1617.7,26235
20120110,000000,1617.9,1629.4,1607.1,1628,109743
20120111,000000,1628.1,1648,1628.1,1641.9,113609
20120112,000000,1641.8,1655.2,1634.3,1653.8,113179
20120113,000000,1653.8,1665.5,1635.7,1642.6,125989
20120114,000000,1642.4,1644.5,1625.7,1640.3,86141
20120116,000000,1636.8,1648,1631.9,1643.6,24682
20120117,000000,1643.5,1668,1641,1661.9,50590
20120118,000000,1662,1666.1,1643.9,1656.1,104641
20120119,000000,1656.1,1670.6,1642.1,1665.3,116899
20120120,000000,1665.4,1666.1,1645.6,1646.7,102124
20120121,000000,1646.8,1667.3,1645.2,1667,82457
20120123,000000,1665.6,1677.9,1663,1675.5,23843
20120124,000000,1675.3,1681.8,1666.6,1669.4,94286
20120125,000000,1669.3,1671,1653.2,1655.2,96863
20120126,000000,1655.2,1719.8,1649.2,1716.5,195762
20120127,000000,1716.5,1731.5,1713.2,1724.5,128695
20120128,000000,1724.5,1739.8,1717.4,1737.6,66856
20120130,000000,1736.6,1739.9,1715.7,1719.8,8489
20120131,000000,1719.8,1745.2,1718.5,1738.5,14485
20120201,000000,1738.9,1751.7,1727.4,1749,38371
20120202,000000,1749,1756.7,1742.1,1749.1,107769
20120203,000000,1749,1765.9,1743.3,1762.6,116845
20120204,000000,1762.6,1765.1,1726.2,1728.5,148786
20120206,000000,1731.3,1740.9,1716.3,1718,46253
20120207,000000,1718.1,1732.4,1714,1718.9,105516
20120208,000000,1718.8,1754.8,1712.6,1749.3,152800
20120209,000000,1749.2,1751.3,1726,1735.8,128736
20120210,000000,1735.9,1755.5,1717.2,1722,157933
20120211,000000,1722.1,1727.1,1706.4,1719.6,116900
20120213,000000,1727.5,1735.4,1722.1,1730.9,30199
20120214,000000,1731,1734.6,1714.5,1722.2,101562
20120215,000000,1722.2,1731.8,1713.8,1727.5,122678
20120216,000000,1727.5,1739.2,1715.5,1720.5,135731
20120217,000000,1720.5,1736.8,1706.7,1733.3,136795
20120218,000000,1733.4,1737.5,1718.6,1725.2,78308
20120220,000000,1728.4,1739,1727,1733.1,22105
20120221,000000,1733.1,1744.8,1731.9,1738.8,49929
20120222,000000,1738.9,1770,1737.3,1755.9,140878
20120223,000000,1755.7,1783.4,1750.7,1777.1,151343
20120224,000000,1777.1,1789.5,1774.2,1780.3,126182
20120225,000000,1780.3,1782.9,1771.3,1775,87361
20120227,000000,1776.2,1779.8,1762.6,1766,39130
20120228,000000,1766.1,1781,1765.5,1777.7,101672
20120229,000000,1777.8,1792.7,1776.5,1785,148371
20120301,000000,1784.9,1788.3,1688.4,1718.4,339281
20120302,000000,1718.5,1727.3,1703,1715.9,172666
20120303,000000,1715.9,1719.1,1705.4,1712.4,91839
20120305,000000,1712.9,1718,1695.5,1696.6,43918
20120306,000000,1696.7,1711.6,1683.6,1688.1,147025
20120307,000000,1688.1,1692.5,1663.4,1681.4,181788
20120308,000000,1681.4,1704.8,1673.2,1702,126701
20120309,000000,1702,1707.6,1689.3,1699.7,107672
20120310,000000,1699.8,1716.5,1677,1713.4,149965
20120312,000000,1715,1717.4,1702.8,1704.5,24788
20120312,000000,1704.5,1708.7,1692.5,1697.5,104512
20120314,000000,1697.2,1703,1662.1,1666.3,203925
20120315,000000,1666.4,1668.9,1634.7,1647.5,214878
20120316,000000,1647.7,1667.4,1639.5,1653.5,146589
20120317,000000,1653.5,1662.9,1639.7,1660.5,97077
20120319,000000,1659.6,1665.1,1653.3,1655.5,21420
20120320,000000,1655.6,1670.1,1648.2,1651.9,109778
20120321,000000,1651.8,1660,1641.2,1658,125789
20120322,000000,1658,1661.9,1638,1640.7,128745
20120323,000000,1640.8,1654.8,1625,1652.7,147380
20120324,000000,1652.9,1666.3,1646.2,1661.1,95812
20120326,000000,1662.1,1669.4,1655.1,1657.8,25562
20120327,000000,1657.8,1693.8,1656.2,1691.3,123737
20120328,000000,1691.2,1696.9,1673.1,1678,110965
20120329,000000,1677.7,1679.1,1654,1659.4,88832
20120330,000000,1659.3,1668.4,1644.3,1664.5,30469
20120331,000000,1664.5,1672.7,1661.2,1670.7,70167
20120402,000000,1671.4,1676.3,1664.4,1666.1,17931
20120403,000000,1666.2,1685.4,1664.8,1677,90312
20120404,000000,1676.9,1682.7,1631.4,1633,162379
20120405,000000,1633,1637.4,1613,1628.7,165626
20120406,000000,1628.6,1634.8,1621.2,1632,77842
20120409,000000,1641,1648.2,1636.7,1642.1,20552
20120410,000000,1642.2,1655.9,1637.3,1646.8,81878
20120411,000000,1646.7,1664.8,1632.5,1656.6,143551
20120412,000000,1656.5,1663.9,1653.5,1657,80578
20120413,000000,1657,1681.3,1651,1672.1,123289
20120414,000000,1672.2,1677.6,1649.7,1659.8,98124
20120416,000000,1658.3,1658.3,1642,1646.7,27916
20120417,000000,1646.7,1659.6,1644.2,1652.8,95660
20120418,000000,1652.9,1658.4,1635.2,1648,126883
20120419,000000,1648,1649.7,1637.5,1644,101792
20120420,000000,1644,1654.9,1631.2,1641.9,123778
20120421,000000,1641.9,1648.2,1638.6,1643.3,62902
20120423,000000,1642.8,1644.2,1628,1633.8,25895
20120424,000000,1633.8,1642.3,1623.6,1637.4,103622
20120425,000000,1637.4,1650.1,1637,1643.3,86127
20120426,000000,1643.2,1653.8,1625,1649.5,161318
20120427,000000,1649.5,1662,1646.6,1656.1,106380
20120428,000000,1656.1,1668.4,1653.6,1662.6,69681
20120430,000000,1663.1,1666.5,1661.7,1664.3,10873
20120501,000000,1664.2,1668.9,1645.1,1662.8,101327
20120502,000000,1662.8,1672.3,1652.4,1655,95102
20120503,000000,1654.8,1660.6,1641,1645.4,118061
20120504,000000,1645.3,1647.9,1626.8,1628.8,126221
20120505,000000,1628.6,1648,1628.1,1643.1,108698
20120507,000000,1643.2,1644,1634.8,1639.5,21914
20120508,000000,1639.6,1643,1625.6,1628,80806
20120509,000000,1628,1630.4,1584,1584.4,206296
20120510,000000,1584.4,1598,1578.5,1590.6,158732
20120511,000000,1590.5,1602.2,1572,1578,126734
20120512,000000,1578,1590.9,1577.2,1579.9,81665
20120514,000000,1585.1,1585.8,1561.5,1561.6,38993
20120515,000000,1561.7,1565.8,1546.8,1556.8,133313
20120516,000000,1556.9,1564.4,1526.7,1536.5,156776
20120517,000000,1536.6,1553.7,1530.4,1549.4,186149
20120518,000000,1549.6,1589.5,1545.5,1587.4,205112
20120519,000000,1587.4,1597.5,1584.3,1591.8,102361
20120521,000000,1590.2,1599,1590,1591.8,28410
20120522,000000,1591.7,1595.9,1575.8,1578.2,102315
20120523,000000,1577.8,1590.3,1551.3,1554.9,154558
20120524,000000,1554.9,1564.4,1532.8,1554.9,205454
