<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20090704,000000,931.8,934.3,930,932.5,9780
20090706,000000,932.3,932.3,929.3,930.7,533
20090707,000000,930.8,931.6,920.3,926,44295
20090708,000000,926,932.4,921,923.8,49272
20090709,000000,923.7,925.4,904.8,907.3,62477
20090710,000000,907.4,918.9,906.2,913.6,49407
20090711,000000,913.2,915.2,906.6,912.6,41981
20090713,000000,911.5,914.5,911.1,914,506
20090714,000000,914.2,923.4,907.4,919,50978
20090715,000000,919,927.8,917.8,924.9,47240
20090716,000000,924.9,942.3,924.5,939.1,71864
20090717,000000,939.2,939.9,932.6,936.8,38635
20090718,000000,936.8,939.8,931.6,937.7,36115
20090720,000000,938.3,939.1,937,938.8,464
20090721,000000,938.5,955.2,938.4,949,61872
20090722,000000,948.9,953.8,944.3,948.7,41806
20090723,000000,948.6,954.8,944.6,950.8,42366
20090724,000000,950.7,959.3,946.6,949.2,47046
20090725,000000,949.2,954.3,947,953.8,33362
20090727,000000,951.6,953.5,949.7,953.5,901
20090728,000000,953.1,962.7,950.6,956.7,10866
20090729,000000,956.8,959.4,936.8,942.4,16004
20090730,000000,941.7,943.3,927.8,931.2,21581
20090731,000000,931.2,939.3,931,936.3,27552
20090801,000000,936.4,960,933.8,955.4,59484
20090803,000000,954.8,959.5,954.3,959,1364
20090804,000000,958.9,966.9,954.3,958,61093
20090805,000000,958,972.7,953.1,968,60243
20090806,000000,968,970.8,961.2,966.2,44054
20090807,000000,966.2,974.3,958.2,965.4,63976
20090808,000000,965.2,967.8,955.5,957.1,50053
20090810,000000,956.1,957.4,956.1,956.3,698
20090811,000000,956.4,959.3,944.2,947,57864
20090812,000000,946.7,951.9,943.9,948.9,32828
20090813,000000,948.8,954.4,942.1,951.5,44021
20090814,000000,951.5,963.1,951,959.2,47946
20090815,000000,959.3,961.4,943.7,948.9,46374
20090817,000000,949.2,950.4,948.5,949.6,632
20090818,000000,949.6,949.6,931.3,937.9,68695
20090819,000000,937.9,943.1,935.6,942.7,36530
20090820,000000,942.7,947,933.3,946.6,46211
20090821,000000,946.6,947.3,938.5,941.7,38968
20090822,000000,941.7,959.9,939.2,955.7,67497
20090824,000000,954.8,956.4,953.4,953.6,726
20090825,000000,953.4,958.5,936.9,945.5,48722
20090826,000000,945.5,956.3,944.1,946.6,51658
20090827,000000,946.6,951.7,941.3,946.5,40848
20090828,000000,946.7,952.3,942.6,951,40424
20090829,000000,951,964.6,950,957,61608
20090831,000000,957.1,961.4,956.3,960.8,1922
20090901,000000,960.7,962.1,944.3,953.4,54041
20090902,000000,953.4,958.9,947.5,955.5,47609
20090903,000000,955.6,982.4,952.5,978.1,94207
20090904,000000,977.9,999.5,976.1,993,119788
20090905,000000,993.2,998.4,987,996.1,78065
20090907,000000,994.9,996.9,993.8,995.1,1001
20090908,000000,995.1,998.4,992.6,997.7,18951
20090909,000000,997.7,1009.7,993.2,1002.5,105008
20090910,000000,1002.4,1005,988.9,995.5,86582
20090911,000000,995.4,1000.5,983.2,998,88775
20090912,000000,998,1013.6,996.3,1007.6,88199
20090914,000000,1007.6,1010.7,1006.2,1010.3,1795
20090915,000000,1010.2,1010.8,994.4,1001.6,64714
20090916,000000,1001.6,1011.5,993,1008.3,80633
20090917,000000,1008.2,1023.3,1007.9,1018,81258
20090918,000000,1018,1025.8,1011.5,1015.3,76760
20090919,000000,1015.5,1019.5,1007.6,1008.5,68354
20090921,000000,1006.6,1007,1004.7,1005.5,1838
20090922,000000,1005.8,1008.3,996.9,1006.2,68321
20090923,000000,1006.2,1021.5,1006,1018.9,74124
20090924,000000,1019,1019.7,1007.2,1010.7,68736
20090925,000000,1010.7,1021,991.3,997.7,94892
20090926,000000,997.5,1000.5,986.2,992.4,80208
20090929,000000,989.9,998,986.7,992,53226
20090930,000000,992,997.2,986.1,994.5,66252
20091001,000000,994.3,1011.1,992.7,1008.9,91935
20091002,000000,1008.8,1011,998.6,1000.8,72151
20091003,000000,1000.7,1008.6,987,1003.4,70260
20091005,000000,1003.7,1005.5,1001.6,1003.5,1484
20091006,000000,1003.2,1018.9,1002.1,1017.6,72711
20091007,000000,1017.5,1045,1016.6,1040.2,142003
20091008,000000,1040.1,1049.7,1037.8,1047.3,99925
20091009,000000,1047.2,1062.7,1043.8,1050.9,130595
20091010,000000,1050.8,1053.5,1044.7,1050.1,84862
20091012,000000,1049.9,1054.4,1049.1,1053,1708
20091013,000000,1053,1060.5,1048,1055.9,53609
20091014,000000,1055.9,1069.7,1052.2,1064.2,104402
20091015,000000,1064.2,1072,1056.5,1065.4,98971
20091016,000000,1065.5,1066.8,1046.2,1053.1,112955
20091017,000000,1053.2,1057.9,1043.7,1054.6,82662
20091019,000000,1053.7,1056.5,1052.1,1054.7,1149
20091020,000000,1054.8,1066.8,1048.8,1066.2,60720
20091021,000000,1066.8,1069,1052.7,1056.4,67949
20091022,000000,1056.4,1065.7,1048.1,1059.8,89134
20091023,000000,1059.5,1062.8,1052.2,1061.3,72804
20091024,000000,1061.4,1068.8,1050.6,1055.6,92070
20091026,000000,1055.2,1057.4,1052.3,1054.7,3856
20091027,000000,1054.7,1060.8,1037.2,1040.9,81871
20091028,000000,1041,1044.3,1032.9,1039.5,81952
20091029,000000,1039.5,1042.6,1026.9,1031.9,81468
20091030,000000,1031.7,1048.2,1031,1045.9,71035
20091031,000000,1045.9,1049.2,1035.4,1045,62622
20091102,000000,1043.6,1046.9,1042.2,1044.5,4084
20091103,000000,1044.5,1066.9,1043.5,1066.5,78180
20091104,000000,1066.4,1088.4,1055.5,1083.1,109926
20091105,000000,1083.1,1098.5,1081.2,1089.1,110355
20091106,000000,1089.2,1094.7,1084.3,1090.1,61445
20091107,000000,1090.2,1101.9,1086.5,1095.7,73700
20091109,000000,1098,1101,1096,1099.1,5887
20091110,000000,1099.3,1111.7,1098.8,1102.3,87150
20091111,000000,1102.3,1109.7,1097.2,1106.5,86860
20091112,000000,1106.7,1121.9,1106,1120.9,91879
20091113,000000,1120.8,1123.4,1101.2,1103.1,100987
20091114,000000,1103.2,1119.7,1103,1116.7,93341
20091116,000000,1119.5,1127.9,1119.5,1124.1,8588
20091117,000000,1123.9,1144.2,1123.3,1138.3,122261
20091118,000000,1138.4,1144.7,1127.8,1138.8,104341
20091119,000000,1138.7,1153.4,1136,1144.7,119408
20091120,000000,1144.7,1146.2,1130,1141.5,113683
20091121,000000,1141.4,1151.5,1132.5,1151.2,108999
20091123,000000,1152,1162.5,1151.6,1161.5,11006
20091124,000000,1161.5,1174,1157.7,1160.4,125744
20091125,000000,1160.4,1171.7,1160.2,1170.1,109231
20091126,000000,1170.1,1194.5,1170,1191.6,105081
20091127,000000,1191.6,1195,1180.7,1190.4,30544
20091128,000000,1190.2,1190.4,1137.2,1174.2,35752
20091130,000000,1179.9,1183.7,1165.4,1176.5,2126
20091201,000000,1177,1182.5,1163.7,1180,10052
20091202,000000,1180,1202.9,1176.4,1197.4,118944
20091203,000000,1209.9,1226,1207,1223.6,126627
20091204,000000,1223.6,1227.5,1201.5,1204.8,146579
20091205,000000,1204.9,1213.9,1147.8,1169.5,156243
20091207,000000,1160.3,1162.5,1145,1151.9,28484
20091208,000000,1151.9,1170.2,1136.1,1168.5,182575
20091209,000000,1168.5,1168.7,1125.6,1133.6,173742
20091210,000000,1132.3,1148.4,1117,1135.6,163619
20091211,000000,1135.4,1139,1121.8,1134.1,116859
20091212,000000,1134.1,1143.4,1110.2,1119.9,123765
20091214,000000,1114.8,1122.8,1111.7,1122.8,12782
20091215,000000,1122.9,1129.7,1116.6,1127.8,93528
20091216,000000,1127.7,1130,1112,1127.4,109998
20091217,000000,1127.5,1142.9,1123.3,1139.3,104617
20091218,000000,1139.3,1139.9,1095.8,1105.9,157522
20091219,000000,1106,1118.1,1097.5,1113.6,108568
20091221,000000,1112.1,1120.8,1110.9,1115.7,8318
20091222,000000,1115.6,1119.1,1090.8,1094,102484
20091223,000000,1094,1097.9,1068.7,1088.7,134456
20091224,000000,1088.8,1096.8,1080.1,1094.6,76400
20091225,000000,1094.8,1106.9,1094.5,1104.8,47114
20091228,000000,1107.8,1111.9,1105.1,1111.2,7184
20091229,000000,1111.3,1114.5,1102.1,1103.6,60609
20091230,000000,1103.5,1109.2,1091.2,1094.4,81688
20091231,000000,1094.4,1097.6,1086.6,1097.2,65528
20100101,000000,1097.3,1107.6,1095,1096.2,51706
20100104,000000,1099,1101.3,1093.8,1096,7217
20100105,000000,1096,1124.6,1096,1122.3,105742
20100106,000000,1122.2,1129.6,1115.5,1122.3,105046
20100107,000000,1122.3,1140.9,1118.5,1135.6,115092
20100108,000000,1135.4,1135.9,1124.2,1125.5,91459
20100109,000000,1125.5,1140,1119.5,1138.9,125226
20100111,000000,1139,1163,1139,1154.7,15813
20100112,000000,1154.7,1162.3,1148.3,1153.2,101631
20100113,000000,1153.1,1158.3,1124.8,1128.9,144825
20100114,000000,1128.9,1145.6,1118.5,1143.5,125361
20100115,000000,1143.4,1146.7,1130.7,1142.2,98865
20100116,000000,1142.2,1142.6,1126.6,1130.5,81541
20100118,000000,1130.7,1133.5,1127.5,1130.2,4307
20100119,000000,1130.1,1139.7,1130.1,1139.3,27817
20100120,000000,1139.3,1149,1128.8,1135.8,92619
20100121,000000,1135.9,1136,1106.8,1114.1,114679
20100122,000000,1114,1117.4,1088,1094.1,117318
20100123,000000,1094.1,1098.8,1081.9,1089.7,96111
20100125,000000,1092.5,1099.5,1092.5,1099,1268
20100126,000000,1098.7,1105,1094.3,1103.1,8948
20100127,000000,1103.1,1103.2,1086.5,1102,28544
20100128,000000,1102.3,1103.3,1084.1,1085.6,39598
20100129,000000,1085.6,1096.9,1074.4,1083.7,103776
20100130,000000,1083.6,1091.4,1075,1083.8,96655
20100201,000000,1081.8,1085.6,1080.5,1082.7,6993
20100202,000000,1082.7,1108.8,1077.2,1103.9,102707
20100203,000000,1103.8,1119.9,1099.5,1114.6,104175
20100204,000000,1114.6,1126.4,1106.5,1110,109448
20100205,000000,1110.2,1112,1060,1063,139204
20100206,000000,1063,1071,1044.8,1052.8,118826
20100208,000000,1068.4,1073,1065.4,1066.6,7400
20100209,000000,1066.8,1074.3,1061.8,1065.3,84231
20100210,000000,1065.2,1083.8,1064.7,1077.4,94441
20100211,000000,1077.3,1083,1063.4,1078,98734
20100212,000000,1078,1098.4,1075.2,1090.8,105651
20100213,000000,1090.8,1094.1,1078.2,1090,85981
20100215,000000,1093.8,1098.1,1093,1094.1,3513
20100216,000000,1094,1107.3,1092,1105.9,32486
20100217,000000,1105.8,1121.9,1104.3,1117,101507
20100218,000000,1117,1128.7,1099.1,1102.1,125677
20100219,000000,1102.1,1124.8,1098.1,1103.1,125645
20100220,000000,1103.1,1127.4,1101.5,1122.1,104100
20100222,000000,1122.2,1131.5,1117.5,1122.9,35235
20100223,000000,1122.6,1125.8,1110.1,1112.5,84793
20100224,000000,1112.5,1114.5,1090.2,1092.9,118210
20100225,000000,1092.9,1104.7,1088.5,1092.9,101780
20100226,000000,1092.7,1114.5,1088.8,1112.4,120833
20100227,000000,1112.5,1119.5,1107.1,1118.9,58671
20100301,000000,1119.3,1123.9,1115.5,1118,27353
20100302,000000,1118,1122.4,1112.1,1118.3,81183
20100303,000000,1118.3,1139,1118.2,1136.8,115126
20100304,000000,1136.9,1145.8,1132.5,1139.5,100726
20100305,000000,1139.6,1142.3,1125.9,1134.4,79329
20100306,000000,1134.4,1141.2,1127.6,1135.2,65913
20100308,000000,1136.1,1138,1132.6,1134.4,20786
20100309,000000,1134.6,1136.9,1115.3,1116.9,89932
20100310,000000,1116.8,1127.5,1108.2,1126.9,94340
20100311,000000,1126.9,1128.3,1103.2,1105.9,108359
20100312,000000,1105.9,1119.5,1100.5,1117.4,87140
20100313,000000,1117.4,1119.3,1097.3,1101.7,84435
20100315,000000,1101.4,1106.9,1101,1105.6,15451
20100315,000000,1105.6,1113.9,1101.1,1112.1,62601
20100317,000000,1112.2,1133.9,1111.8,1129.6,93287
20100318,000000,1129.6,1133.3,1118.2,1121.9,79363
20100319,000000,1122,1129.5,1118.7,1122.4,65312
20100320,000000,1122.5,1126.9,1101,1107.6,85001
20100322,000000,1107.6,1108.6,1103.5,1107.3,13587
20100323,000000,1107.3,1107.5,1092.1,1103,88355
20100324,000000,1103,1107.9,1094,1097.3,78837
20100325,000000,1097.2,1098,1084.8,1092,105078
20100326,000000,1091.9,1098.5,1087.3,1096.7,69102
20100327,000000,1096.8,1109.8,1090.8,1104.3,63261
20100329,000000,1110.6,1113.8,1103.1,1109.6,15818
20100330,000000,1109.5,1114.7,1106.8,1110.9,43790
20100331,000000,1110.9,1110.9,1101.1,1109.8,28633
20100401,000000,1109.8,1119.9,1108.8,1117.2,74198
20100402,000000,1117.2,1129.1,1112,1126.1,67744
20100405,000000,1121.2,1128,1120.8,1127.3,11788
20100406,000000,1127.3,1134.3,1123.5,1124.1,66320
20100407,000000,1124.1,1139.6,1123.8,1135.1,90801
20100408,000000,1135.1,1154.2,1133.6,1146.5,103499
20100409,000000,1146.4,1158.2,1144.5,1157.7,83244
20100410,000000,1157.7,1166.2,1152.2,1161.9,62732
20100412,000000,1166.3,1170.7,1163.8,1164.4,27284
20100413,000000,1164.4,1166.8,1148,1149.3,93301
20100414,000000,1149.4,1161,1145.5,1159.5,76319
20100415,000000,1159.6,1162.7,1152.6,1154.2,71497
20100416,000000,1154.2,1162.3,1150.7,1157,72471
20100417,000000,1156.9,1158.8,1130.6,1136.9,70850
20100419,000000,1136.9,1138.5,1126.9,1127,32176
20100420,000000,1127,1143.5,1124.3,1142.2,78453
20100421,000000,1142.1,1146.8,1137.8,1144.2,69648
20100422,000000,1144.2,1151.2,1138.1,1147.4,77788
20100423,000000,1147.4,1147.7,1132,1140.9,79419
20100424,000000,1140.8,1158.5,1135.3,1153.7,66531
20100426,000000,1157.8,1160.7,1154.7,1156.2,19293
20100427,000000,1156.1,1157.8,1151.1,1154.6,58296
20100428,000000,1154.6,1173.1,1146.6,1164.5,98121
20100429,000000,1164.4,1175.2,1161,1171.4,75634
20100430,000000,1171.5,1176.2,1162.2,1175.5,73919
20100501,000000,1175.4,1182.4,1173.1,1180.7,52178
20100503,000000,1177.5,1178.9,1177.5,1178.7,1126
20100504,000000,1178.6,1188.4,1178.4,1180.8,66960
20100505,000000,1180.7,1192.8,1164.2,1171.6,104779
20100506,000000,1171.8,1179.4,1156.9,1178,89733
20100507,000000,1178,1211.9,1175.6,1198.6,110196
20100508,000000,1198.4,1214.3,1193.3,1210.4,55810
20100510,000000,1207,1207,1184.4,1192.2,50155
20100511,000000,1192.2,1211.1,1187.5,1209.8,72241
20100512,000000,1209.8,1236.4,1207.8,1234.2,124132
20100513,000000,1234.2,1249.1,1234.1,1235.7,67726
20100514,000000,1235.6,1243.7,1227.5,1240.5,84815
20100515,000000,1240.4,1249.7,1218.3,1232.8,75891
20100517,000000,1232,1242.8,1231,1236.3,25497
20100518,000000,1236.2,1237.6,1210.5,1214.8,93955
20100519,000000,1214.8,1229.6,1206,1215.2,131223
20100520,000000,1215.1,1215.4,1181.6,1191.3,138734
20100521,000000,1191.3,1195,1166,1176,105491
20100522,000000,1176,1188,1170.3,1177.1,80606
20100524,000000,1178.1,1191.1,1176.8,1185.6,14605
20100525,000000,1185.5,1197.3,1182,1188.3,68395
20100526,000000,1188.3,1210.5,1186.5,1209.7,80520
20100527,000000,1209.8,1218.5,1209.4,1211.8,57592
20100528,000000,1211.6,1215.9,1205.4,1213.9,22115
20100529,000000,1213.9,1214.2,1201.1,1212.2,4522
20100531,000000,1217,1217,1209.3,1212.6,473
20100601,000000,1212.9,1223.4,1212.5,1222.3,895
20100602,000000,1222.3,1228.9,1219,1221.6,12531
20100603,000000,1221.9,1226.7,1215,1223.6,53329
20100604,000000,1223.6,1223.9,1202.4,1207,77536
20100605,000000,1207,1222,1198.1,1217.7,92598
20100607,000000,1221.5,1222.5,1215,1217.7,10976
20100608,000000,1217.7,1248.5,1212.1,1244.7,106912
20100609,000000,1244.7,1274.1,1232.6,1237,91946
20100610,000000,1237.2,1239,1222.2,1224.5,85625
20100611,000000,1224.6,1228.9,1216.2,1222,73019
20100612,000000,1222.1,1232.4,1220.5,1230.2,43910
20100614,000000,1229.3,1235.9,1228.7,1232.6,8137
20100615,000000,1232.7,1233.9,1217.5,1223.3,64483
20100616,000000,1223.3,1238.9,1222.4,1237.4,62952
20100617,000000,1237.2,1239.5,1228.3,1232.5,52932
20100618,000000,1232.3,1252.8,1232.3,1246.1,81951
20100619,000000,1246.1,1263.7,1244.5,1258.3,65052
20100621,000000,1261.1,1266.5,1257.2,1259.5,14094
20100622,000000,1259.1,1264.8,1231.6,1240.2,104259
20100623,000000,1240.2,1245.9,1233,1243.8,71334
20100624,000000,1243.9,1247.4,1225.2,1234.7,118800
20100625,000000,1234.7,1249.5,1228.8,1245,100428
20100626,000000,1244.8,1259.5,1242.1,1256.2,67181
20100628,000000,1255.9,1259.5,1253.3,1256.2,11818
20100629,000000,1256.2,1263.7,1232.7,1235.7,141343
20100630,000000,1235.8,1246,1227.6,1242.7,105936
20100701,000000,1242.8,1248.8,1235.1,1240.9,96567
20100702,000000,1241,1244.8,1196,1211.1,211666
20100703,000000,1210.9,1213.4,1201.3,1207.7,75190
20100705,000000,1212.9,1213.8,1209.8,1210.5,2522
20100706,000000,1210.5,1214.3,1203.4,1212.2,26448
20100707,000000,1212.2,1213,1187.5,1188.5,103963
20100708,000000,1188.4,1208.2,1185,1204.1,87322
20100709,000000,1204.1,1204.5,1187.3,1196.4,85835
20100710,000000,1196.3,1214.1,1195.2,1209.8,68727
20100712,000000,1212.3,1213.5,1206.7,1207.8,8726
20100713,000000,1207.6,1209.1,1196.1,1204.4,62442
20100714,000000,1204.3,1218.8,1203.5,1212.5,61395
20100715,000000,1212.4,1218.2,1202.5,1213.9,90404
20100716,000000,1213.8,1217.3,1203.5,1204.4,84760
20100717,000000,1204.6,1206.9,1185.8,1188.2,99557
20100719,000000,1193.7,1194.7,1190.1,1192.9,9690
20100720,000000,1193,1193,1176.9,1182.8,100272
20100721,000000,1183,1193.7,1175.1,1188.4,83793
20100722,000000,1188.3,1198,1180.7,1188.2,86133
20100723,000000,1188.2,1201.6,1184,1199.1,81514
20100724,000000,1199.1,1203.9,1183.4,1187.8,74332
20100726,000000,1188,1194.8,1187.6,1190.8,10006
20100727,000000,1191,1192.2,1178.6,1184.2,84160
20100728,000000,1184.1,1185,1156.9,1163,146651
20100729,000000,1162.8,1169.2,1155.6,1165.8,68908
20100730,000000,1166.2,1170.3,1158.7,1168.8,16765
20100731,000000,1169,1184.5,1167,1183.9,3247
20100802,000000,1183.8,1186.4,1181.7,1183.5,9815
20100803,000000,1183.5,1193.9,1176.7,1185.3,77426
20100804,000000,1185.2,1200.2,1181.8,1197.3,69431
20100805,000000,1197.4,1205.4,1195.1,1199.2,83160
20100806,000000,1199.3,1202.8,1192,1198.3,61623
20100807,000000,1198.3,1213.3,1195.2,1205.3,81392
20100809,000000,1206.2,1212.1,1205.4,1210.8,9270
20100810,000000,1211,1211.9,1198.5,1200.3,59041
20100811,000000,1200.2,1209.9,1192.5,1201,89294
20100812,000000,1201,1210.2,1194.2,1202.3,105143
20100813,000000,1202.5,1219.8,1201.7,1218,98859
20100814,000000,1218,1219.6,1212.3,1216.6,49118
20100816,000000,1216.5,1225.2,1216.2,1224.8,16097
20100817,000000,1224.8,1229.9,1223.3,1228.5,57861
20100818,000000,1228.5,1231.1,1221.7,1224.1,50577
20100819,000000,1224.2,1234.4,1218.9,1232.3,86490
20100820,000000,1232.3,1239.5,1229.8,1232.4,73227
20100821,000000,1232.4,1233.8,1223.6,1228.8,56600
20100823,000000,1229.2,1234,1227.9,1230,12533
20100824,000000,1230.1,1230.4,1220,1221.6,54645
20100825,000000,1221.4,1241.7,1211.7,1239.6,121631
20100826,000000,1239.7,1245.6,1233.8,1243.8,84070
20100827,000000,1243.8,1246,1235.1,1238.2,62764
20100828,000000,1238.2,1244.2,1233.5,1237.9,68830
20100830,000000,1238.9,1240.4,1235.9,1238.4,8201
20100831,000000,1238.2,1240.2,1233.5,1236.8,37474
20100901,000000,1236.8,1253.4,1234.3,1252.9,96300
20100902,000000,1252.6,1256.6,1244.1,1249.9,88869
20100903,000000,1249.7,1255.2,1246.8,1254,59585
20100904,000000,1253.8,1255.6,1239.2,1251.1,88965
20100906,000000,1250.3,1253.3,1248.6,1250.6,5139
20100907,000000,1250.7,1252.8,1249.1,1249.5,14789
20100908,000000,1249.6,1262.3,1246.4,1260.1,82054
20100909,000000,1260.1,1264.7,1254.2,1256.7,89894
20100910,000000,1256.8,1260.5,1243.5,1249.6,102473
20100911,000000,1249.5,1253,1237.9,1246.5,79459
20100913,000000,1247.3,1249.7,1243.6,1245.8,12940
20100914,000000,1245.9,1256.4,1242.3,1255.7,73362
20100915,000000,1255.6,1276.5,1253.9,1272,150917
20100916,000000,1272,1273.5,1264.5,1270.6,81888
20100917,000000,1270.6,1284.4,1270.6,1283,92118
20100918,000000,1282.9,1283.5,1273,1277.5,62762
20100920,000000,1277.7,1284.9,1275.6,1283.2,15003
20100921,000000,1283.2,1285.2,1276,1279.5,72984
20100922,000000,1279.4,1295.8,1272,1291.9,135670
20100923,000000,1291.9,1298,1287.5,1292.4,100227
20100924,000000,1292.5,1299.7,1288.2,1298.8,95183
20100925,000000,1298.8,1301.6,1294,1298.1,74706
20100927,000000,1299.2,1301.3,1296.2,1298.6,14734
20100928,000000,1298.7,1301.3,1276.2,1289.8,80539
20100929,000000,1289.9,1314.8,1286.4,1307.9,150475
20100930,000000,1307.9,1314.5,1306.1,1312.7,91989
20101001,000000,1312.7,1317.5,1297,1313.7,142683
20101002,000000,1314,1322,1313.5,1320,77531
20101004,000000,1319.7,1321.3,1316.4,1318,15484
20101005,000000,1317.9,1329.6,1313.3,1326.4,81906
20101006,000000,1326.5,1351,1324.8,1347.2,132889
20101007,000000,1347.3,1366,1343.1,1361.9,122199
20101008,000000,1361.9,1362.8,1326.5,1334.1,223679
20101009,000000,1334.1,1350.8,1325.6,1347.9,149208
20101011,000000,1348.9,1356.3,1346.3,1350.2,19622
20101012,000000,1350.1,1356.3,1341.1,1342.8,101444
20101013,000000,1342.8,1360.9,1342.4,1358.7,119602
20101014,000000,1358.8,1388.1,1356.6,1382.7,172017
20101015,000000,1382.8,1384.5,1371.1,1378.6,137007
20101016,000000,1378.6,1386.4,1362,1369.8,144712
20101018,000000,1371,1371.5,1353.2,1358.9,33764
20101019,000000,1359,1375.6,1358.1,1368.2,103283
20101020,000000,1368.2,1371.3,1328.4,1341.7,245510
20101021,000000,1341.7,1349.6,1333.1,1345.6,133098
20101022,000000,1345.6,1348.4,1315.6,1318.4,199385
20101023,000000,1318.1,1328.8,1317.2,1327.9,99387
20101025,000000,1329.3,1349.5,1329.3,1345.5,29427
20101026,000000,1345.6,1347.2,1333,1336.1,115534
20101027,000000,1336,1343.7,1326.2,1332.1,145445
20101028,000000,1332.1,1335.4,1318.7,1327.6,131074
20101029,000000,1327.6,1346.2,1325.6,1338.4,135530
20101030,000000,1338.4,1359.8,1335.2,1359.8,125872
20101101,000000,1359.7,1366.4,1356.7,1362.8,21907
20101102,000000,1362.8,1365.6,1349.1,1356.9,102292
